"","blog.txt","news.txt","twitter.txt"
"continue monitor",1,1,1
"continue play",2,1,1
"continue rise",1,2,1
"continue run",1,1,2
"continue see",1,1,1
"continue support",1,1,1
"continue work",10,1,2
"continues grow",4,1,1
"continuing work",2,1,1
"contrary popular",2,1,6
"contrary popular belief",2,1,4
"contribute society",2,1,1
"control emotions",4,1,1
"control im",1,1,1
"convenience store",6,1,2
"convention center",3,1,28
"conversation last",5,1,1
"conversation one",4,1,1
"conversations can",1,1,1
"cook county",2,2,2
"cook just",6,2,1
"cook will",1,1,1
"cool cover",1,1,1
"cool im",3,1,24
"cool new",3,1,14
"cool night",3,1,1
"cool winter",1,1,2
"coors light",2,1,2
"copper wire",1,1,1
"copy one",3,1,1
"core beliefs",1,1,1
"corn cob",4,2,3
"corporate headquarters",1,1,1
"corporate tax",2,1,2
"corps engineers",1,2,1
"cory booker",1,3,3
"cost effective",4,1,4
"cost living",2,1,1
"cost per",6,1,1
"cost us",8,1,3
"costa mesa",1,3,2
"costa rica",7,1,8
"cottage cheese",6,1,3
"couldnt answer",1,1,1
"couldnt believe",23,2,9
"couldnt better",1,1,4
"couldnt find",17,1,29
"couldnt get",28,2,32
"couldnt handle",4,1,3
"couldnt happier",5,1,10
"couldnt help",17,1,14
"couldnt hold",3,1,1
"couldnt muster",1,1,1
"couldnt recognize",1,1,1
"couldnt stay",1,1,3
"council meeting",5,1,5
"council member",4,2,2
"council members",6,10,2
"council president",1,2,2
"count blessings",4,1,3
"country can",4,2,2
"country club",4,5,16
"country made",3,1,1
"country music",11,1,41
"country today",3,1,2
"country will",10,3,2
"county board",1,3,2
"county board supervisors",1,1,1
"county council",6,3,2
"county court",2,2,1
"county district",4,4,1
"county district court",1,1,1
"county government",1,2,2
"county jail",5,7,1
"county judge",1,2,2
"county police",2,2,1
"county prosecutors",1,4,2
"county public",1,1,2
"county school",4,1,2
"county school board",1,1,1
"county sheriff",1,2,3
"couple days",106,1,57
"couple dozen",2,1,3
"couple hours",32,1,30
"couple miles",2,2,1
"couple things",14,2,4
"couple times",43,3,12
"couple weeks",128,3,44
"couple years",80,9,14
"couple years ago",26,3,3
"course know",9,1,1
"course lunch",2,1,1
"course next",4,1,3
"course said",5,1,1
"course several",3,1,1
"course will",15,1,5
"course years",2,1,1
"court appeals",12,9,1
"court cases",4,1,1
"court hearing",2,1,1
"court judge",7,5,1
"court later",3,1,1
"court law",5,1,2
"court order",3,2,1
"court today",3,1,3
"court will",4,3,3
"cover band",2,1,7
"cover costs",7,1,3
"covered snow",1,1,2
"cowboy boots",4,1,10
"crab cakes",3,1,5
"crab soup",1,1,2
"cracking jokes",1,1,1
"cranberry sauce",3,1,2
"crawl bed",1,1,4
"crazy guy",3,1,1
"crazy time",1,1,7
"cream sauce",5,1,1
"create jobs",5,5,9
"create new",20,1,15
"created new",6,1,4
"creates stunning",1,1,1
"creating jobs",1,1,3
"creating new",9,1,4
"creative director",5,1,5
"creative process",13,1,4
"credit card",37,5,30
"credit card debt",2,1,4
"credit cards",9,3,17
"credit union",8,2,5
"creek park",1,1,3
"creek ranch",1,1,1
"creme brulee",4,2,1
"crew member",1,1,2
"crew members",9,2,3
"crews working",1,1,2
"crime rates",1,2,3
"crime scene",9,1,9
"criminal charges",5,2,2
"criminal defense",1,2,3
"criminal justice",6,3,9
"criminal justice system",2,1,1
"crisp white",6,1,1
"critical condition",2,2,2
"critical time",2,1,1
"cross fingers",4,1,6
"cross paths",4,2,3
"cross purposes",1,1,1
"crossing line",1,1,2
"crowd now",1,1,1
"crowd think",1,1,2
"crowded street",1,1,1
"crude oil",3,1,1
"cruise control",3,1,4
"crying children",2,1,1
"crystal clear",11,2,2
"culinary school",1,2,1
"culture city",1,1,2
"cup coffee",30,2,36
"cup finals",1,1,4
"cup hot",3,1,2
"cup water",15,3,3
"current board",1,1,2
"current job",3,1,6
"current state",12,2,3
"current system",6,1,1
"current trends",5,1,1
"currently one",2,1,1
"curtis granderson",1,1,1
"customer service",28,2,72
"customers get",2,1,1
"customers need",1,1,1
"customers us",1,2,1
"customers will",2,4,2
"cut back",20,4,5
"cut costs",1,4,1
"cut deficit",1,2,2
"cut hair",4,1,16
"cut half",9,1,2
"cut line",1,1,3
"cut make",1,2,1
"cut services",1,1,1
"cut slack",3,1,3
"cut spending",1,2,2
"cuts need",1,1,1
"cuts public",1,2,1
"cuts will",2,2,2
"cutting back",5,2,2
"cutting edge",4,1,9
"cy young",4,1,8
"cy young award",2,1,2
"dad left",3,1,1
"dad went",1,1,3
"daily basis",30,1,12
"daily deals",2,1,1
"daily life",22,2,4
"daily news",8,1,8
"daily star",2,2,3
"dalai lama",7,1,12
"dallas cowboys",1,1,6
"dallas morning",1,1,1
"dallas morning news",1,1,1
"damage areas",1,1,1
"damage caused",2,1,2
"dan marinos",1,1,1
"dance floor",12,2,15
"dance party",5,1,22
"dancing stars",1,1,17
"danny boy",1,1,1
"dark chocolate",40,2,26
"dark horse",4,1,2
"dark place",3,2,2
"dark red",5,1,1
"dark shadows",7,1,19
"darron thomas",1,1,1
"data available",1,1,5
"data better",1,1,1
"data collected",3,2,1
"data protection",6,1,1
"date april",4,1,2
"dating back",6,2,1
"dating since",1,1,1
"dating website",1,1,1
"daughter get",1,1,2
"daughters school",2,1,3
"dave franco",1,1,2
"david beckham",1,1,6
"davis will",1,1,1
"dawn dusk",1,1,1
"day activities",1,1,1
"day actually",13,1,5
"day add",2,1,1
"day already",2,1,6
"day baby",1,1,11
"day become",7,1,6
"day classic",1,1,1
"day continue",1,1,2
"day country",1,1,1
"day dad",4,1,2
"day didnt",7,1,6
"day dream",2,1,2
"day earlier",1,1,1
"day early",2,1,3
"day enjoy",3,1,19
"day event",2,1,9
"day every",15,2,22
"day everything",5,1,1
"day february",1,1,5
"day friend",1,1,1
"day get",24,2,53
"day give",3,1,8
"day go",16,1,31
"day goes",9,1,14
"day half",3,1,5
"day high",1,1,10
"day home",5,1,4
"day hope",9,1,39
"day just",25,1,61
"day know",10,1,15
"day last",14,1,21
"day life",25,1,36
"day like",20,1,21
"day lovely",2,1,6
"day middle",1,1,1
"day might",11,1,4
"day mr",2,1,2
"day now",15,1,29
"day one",48,1,33
"day people",9,1,12
"day perfect",6,1,9
"day practice",3,2,3
"day preschool",1,1,1
"day pretty",8,1,3
"day pretty much",2,1,1
"day republicans",1,1,1
"day right",9,1,22
"day said",8,1,6
"day saturday",3,1,8
"day say",8,1,4
"day see",4,1,16
"day seems",5,1,4
"day someone",8,1,3
"day sometimes",6,2,3
"day starting",1,1,1
"day state",1,2,3
"day sunday",6,2,11
"day tea",1,1,1
"day think",9,1,17
"day time",23,1,30
"day took",8,1,3
"day trip",9,1,2
"day two",31,1,24
"day waiting",4,1,2
"day want",6,1,11
"day wanted",8,1,1
"day wedding",8,1,1
"day week",30,3,37
"day weekend",14,2,60
"day well",15,1,18
"day went",25,1,8
"day will",74,2,72
"day win",1,1,6
"day wore",2,2,2
"day working",5,1,9
"day year",10,2,31
"day years",5,1,7
"day young",4,1,1
"days ago",86,1,40
"days available",1,1,1
"days away",5,1,27
"days behind",1,2,1
"days can",16,1,8
"days end",3,2,4
"days find",3,1,1
"days golden",1,1,2
"days later",65,2,7
"days make",6,1,6
"days never",3,1,2
"days numbered",2,1,1
"days since",9,1,3
"days spring",2,1,5
"days spring break",1,1,3
"days way",1,1,1
"days week",43,2,14
"days worth",4,1,3
"days year",7,1,12
"dc will",1,1,5
"de la",34,4,19
"de los",8,1,2
"de mayo",12,3,104
"dead already",1,1,1
"dead body",6,2,2
"dead end",6,1,3
"dead just",3,1,3
"dead last",3,1,2
"dead serious",2,1,4
"dead tree",1,1,1
"dead water",1,1,1
"deadly weapon",2,1,1
"deal going",1,1,1
"deal money",1,1,2
"deal next",1,1,1
"deal problems",1,1,1
"deal will",4,1,1
"deal worth",2,1,4
"death america",1,1,1
"death just",3,1,2
"death penalty",20,2,5
"death row",4,1,3
"death threats",5,1,4
"death toll",2,2,1
"debt crisis",4,2,1
"debut album",18,1,4
"dec th",5,1,16
"decades ago",12,2,2
"decide go",9,1,2
"decide want",11,1,9
"decide whether",17,2,7
"decided add",7,1,1
"decided buy",5,1,1
"decided just",21,1,3
"decided leave",6,1,2
"decided return",2,1,1
"decided stand",2,1,1
"decided stay",2,1,1
"decided wanted",16,1,2
"deciding go",2,1,1
"decision based",3,1,1
"decision made",18,2,5
"decision whether",5,1,2
"decisions based",1,2,1
"decisions made",9,2,2
"deck halls",1,1,1
"declared dead",1,1,1
"dee gordon",1,1,3
"deep blue",2,1,5
"deep pockets",2,1,3
"deep respect",2,1,1
"deep underground",1,2,1
"deepak chopra",2,1,8
"defending champion",3,1,1
"defense lawyers",1,2,1
"defense secretary",3,1,1
"defense team",1,1,1
"defensive end",2,5,2
"defensive line",1,2,1
"defensive tackle",1,2,2
"definitely give",3,1,1
"definitely going",14,1,22
"definitely like",3,1,2
"definitely looking",1,1,1
"definitely looking forward",1,1,1
"definitely make",5,1,6
"definitely one",14,2,8
"definitely something",12,1,1
"definitely want",5,1,5
"definitely worth",9,1,10
"deja vu",5,1,3
"del rey",3,1,12
"del sol",5,1,1
"delicious beautiful",1,1,2
"demand oil",2,1,1
"demi moore",3,1,1
"democratic party",10,1,4
"democratic president",3,1,1
"democratic primary",1,1,2
"democratic process",3,2,1
"democrats republicans",6,1,2
"denver post",2,1,1
"department education",4,3,2
"department health",6,2,2
"department human",1,1,1
"department natural",1,2,1
"department natural resources",1,2,1
"department social",1,1,1
"department store",13,1,2
"department will",3,2,1
"depends upon",5,1,5
"derek jeter",1,1,4
"des moines",3,1,7
"deserves credit",3,1,2
"design changes",1,1,1
"design new",2,1,3
"design services",4,1,2
"design studio",1,1,2
"design team",62,1,1
"designing new",2,1,4
"desperately need",6,1,9
"desperately want",3,1,4
"despite early",1,1,1
"despite fact",51,2,1
"detailed questions",1,1,1
"detention center",2,1,1
"determine whether",9,4,1
"developing new",4,1,1
"developing world",7,1,1
"development committee",1,1,1
"development now",1,1,2
"development program",4,1,1
"developmental disabilities",2,2,1
"devote time",5,1,2
"diamond rings",1,1,2
"diced tomatoes",3,1,1
"didn’t know",89,1,1
"didnt actually",7,1,3
"didnt ask",4,1,6
"didnt bring",8,1,9
"didnt buy",7,1,9
"didnt care",16,1,9
"didnt come",12,1,17
"didnt even",41,2,108
"didnt even get",4,1,11
"didnt feel",28,2,13
"didnt feel like",11,1,3
"didnt get",65,5,148
"didnt get chance",5,1,10
"didnt get much",3,1,3
"didnt give",16,1,9
"didnt go",19,2,33
"didnt happen",13,1,11
"didnt hear",4,2,15
"didnt just",6,3,13
"didnt keep",1,2,1
"didnt know",98,6,213
"didnt know going",3,1,2
"didnt last",5,2,8
"didnt last long",3,1,3
"didnt leave",2,1,4
"didnt like",38,2,34
"didnt make",18,1,39
"didnt matter",8,1,4
"didnt mind",8,1,4
"didnt pass",1,1,2
"didnt pay",1,1,8
"didnt really",34,2,12
"didnt say",12,1,32
"didnt see",18,3,88
"didnt seem",25,2,1
"didnt seem mind",1,1,1
"didnt show",5,1,10
"didnt speak",3,3,1
"didnt start",4,1,5
"didnt take",34,3,22
"didnt take long",9,1,4
"didnt talk",4,1,2
"didnt think",45,1,60
"didnt turn",4,1,2
"didnt understand",7,1,8
"didnt want",106,10,59
"didnt want go",7,2,4
"didnt work",15,1,28
"died age",3,1,7
"died last",4,1,2
"died may",1,1,1
"died month",1,1,1
"died sunday",1,2,1
"diet today",1,1,1
"difference day",1,1,2
"difference price",1,1,1
"difference two",4,1,2
"different account",2,1,4
"different countries",10,1,2
"different games",1,1,1
"different languages",10,1,1
"different last",3,1,2
"different level",7,1,1
"different levels",5,1,2
"different people",21,2,8
"different person",10,2,3
"different places",12,1,1
"different sections",2,1,1
"different set",2,2,1
"different sources",3,1,1
"different story",11,2,6
"different things",41,4,10
"different time",17,1,7
"different today",2,1,1
"different view",3,2,1
"different way",21,1,4
"different ways",51,3,11
"difficult decision",4,1,1
"difficult expensive",1,1,2
"difficult get",11,1,2
"difficult time",20,1,3
"dim sum",5,4,2
"ding dong",1,1,1
"dining room",73,6,9
"dining room table",16,1,3
"dinner last",4,1,10
"dinner menu",1,1,2
"dinner nice",1,1,1
"dinner plate",2,2,1
"dinner pm",1,1,2
"dinner show",2,1,2
"dinner table",14,1,2
"dinner two",4,1,1
"direct impact",1,1,1
"directly across",2,2,1
"directly related",6,1,5
"director will",2,1,1
"disabled people",8,1,2
"disc jockey",2,2,1
"disciplinary action",1,1,1
"disco era",1,1,1
"discovery channel",2,1,3
"discuss ideas",1,1,1
"discussion boards",1,1,3
"disease cancer",6,1,1
"disease diabetes",1,1,1
"disease stroke",2,1,1
"disney channel",2,1,10
"disney world",13,1,12
"distance away",7,1,1
"district also",3,2,1
"district columbia",6,2,1
"district court",9,11,3
"district court judge",1,2,1
"district manager",2,1,1
"district will",3,3,2
"diverse crowd",1,1,2
"doctor ordered",3,1,3
"doctors appointment",6,1,8
"doctors can",1,1,1
"dodger stadium",2,1,5
"doesn’t even",19,1,1
"doesn’t get",17,1,1
"doesn’t hold",2,1,1
"doesn’t like",16,1,1
"doesn’t mean",44,1,3
"doesn’t seem",37,1,1
"doesnt appear",2,1,2
"doesnt ask",1,1,3
"doesnt believe",2,4,5
"doesnt care",5,1,11
"doesnt get",26,3,50
"doesnt know",20,2,49
"doesnt let",1,1,4
"doesnt like",28,2,36
"doesnt love",3,1,16
"doesnt make",24,2,71
"doesnt make sense",7,1,13
"doesnt mean",46,3,91
"doesnt much",2,1,7
"doesnt necessarily",2,1,4
"doesnt need",14,3,17
"doesnt quite",5,3,1
"doesnt really",20,1,9
"doesnt require",3,2,3
"doesnt seem",39,1,26
"doesnt sell",2,1,4
"doesnt take",10,2,19
"doesnt think",5,7,6
"doesnt understand",2,2,7
"doesnt use",1,1,5
"doesnt want",21,5,39
"doesnt work",20,3,42
"dog food",8,1,3
"dogs also",1,1,2
"dogs cats",7,2,4
"dogs will",1,1,2
"dollar spent",1,2,1
"domain name",1,1,3
"domestic violence",14,3,9
"dominican republic",3,2,1
"don’t forget",30,2,5
"don’t know",362,3,9
"don’t like",112,2,7
"don’t need",56,1,7
"don’t remember",30,1,1
"don’t run",1,1,1
"don’t tell",14,1,1
"don’t think",183,3,2
"don’t think it’s",4,1,1
"don’t understand",31,1,3
"don’t want",205,2,3
"don’t worry",34,1,1
"donald glover",2,1,2
"donate money",4,1,2
"donation box",1,1,1
"done bad",2,1,3
"done day",3,1,8
"done everyone",3,1,2
"done everything",7,1,4
"done expect",1,1,1
"done faster",1,1,1
"done good",10,1,15
"done good job",2,1,2
"done great",8,1,10
"done homework",2,1,4
"done ive",2,1,2
"done just",13,2,6
"done little",10,1,1
"done much",14,2,7
"done nothing",12,1,4
"done right",10,2,14
"done season",1,1,2
"done shows",1,1,1
"done since",3,1,1
"done things",4,2,1
"done well",17,1,14
"done without",8,1,9
"done work",3,1,7
"done years",4,1,5
"done yet",10,1,5
"dont actually",12,1,9
"dont always",16,2,17
"dont anything",8,1,9
"dont ask",15,1,43
"dont ask dont",1,1,2
"dont believe",24,3,60
"dont best",1,1,1
"dont bother",5,1,18
"dont break",3,1,8
"dont bring",2,1,9
"dont care",42,1,230
"dont care something",1,1,2
"dont change",2,1,18
"dont end",3,1,2
"dont even",50,5,242
"dont even know",12,2,91
"dont expect",8,5,24
"dont feel",43,4,113
"dont feel alone",1,1,1
"dont feel right",1,1,1
"dont find",4,1,13
"dont forget",66,4,325
"dont get",100,1,310
"dont give",17,2,99
"dont go",25,2,87
"dont good",3,2,5
"dont hear",6,1,15
"dont judge",8,1,22
"dont just",21,2,49
"dont know",341,31,868
"dont know answer",4,1,3
"dont know can",9,1,22
"dont know ever",1,1,3
"dont know exactly",2,1,3
"dont know ive",1,1,4
"dont know many",3,2,5
"dont know one",4,1,2
"dont know want",3,1,6
"dont know whether",6,1,8
"dont know without",1,1,2
"dont know work",1,1,1
"dont know yet",2,1,11
"dont let",26,2,161
"dont like",79,6,309
"dont live",1,1,22
"dont look",16,1,52
"dont make",22,2,102
"dont match",2,1,1
"dont mean",14,1,43
"dont mess",1,1,12
"dont much",17,1,13
"dont much time",2,1,1
"dont name",2,1,1
"dont necessarily",2,1,4
"dont need",64,5,166
"dont normally",6,1,4
"dont often",1,1,3
"dont panic",5,1,7
"dont pay",3,2,24
"dont put",6,1,34
"dont really",57,3,88
"dont really like",3,1,7
"dont respond",1,1,5
"dont run",3,2,10
"dont see",37,8,115
"dont seem",13,2,16
"dont start",4,1,18
"dont take",20,1,51
"dont talk",8,2,48
"dont tell",15,2,78
"dont think",180,19,434
"dont think anything",5,1,1
"dont think ever",7,1,6
"dont think going",1,2,2
"dont think like",1,1,3
"dont throw",3,1,9
"dont time",19,3,22
"dont try",7,1,22
"dont understand",25,2,124
"dont usually",9,1,7
"dont wait",2,1,28
"dont want",140,23,406
"dont want anything",1,1,2
"dont want go",4,2,23
"dont want miss",4,1,15
"dont want see",1,1,11
"dont work",10,2,43
"dont worry",48,1,148
"door door",1,1,4
"door get",3,1,4
"door one",3,2,2
"door two",2,1,2
"doors open",9,1,33
"doors open pm",2,1,8
"doors opening",2,1,2
"double check",5,1,10
"double digits",3,1,1
"double dip",1,1,5
"double duty",1,1,2
"double figures",1,1,1
"double number",2,2,2
"double triple",4,1,2
"doubt going",1,1,2
"doubt much",3,1,1
"downtown area",2,1,1
"downtown boston",1,1,2
"downtown portland",1,1,1
"downward spiral",4,1,1
"dr ben",8,1,1
"dr mark",2,1,1
"dr michael",3,1,3
"draft beer",1,1,2
"drag queens",1,1,2
"drama series",2,1,2
"drank beer",4,2,2
"drank wine",4,1,2
"drawing will",1,1,2
"dream house",1,1,3
"dream job",6,2,5
"dream jobs",1,1,1
"dreaming big",1,1,1
"dreams reality",2,1,4
"dress code",4,1,11
"dressed black",4,1,2
"dresses skirts",3,1,1
"dressing room",11,1,3
"drink beer",14,1,20
"drink orders",1,1,1
"drink though",1,1,2
"drinking glass",3,1,1
"drinking water",17,3,9
"drive home",10,2,15
"drive hospital",2,1,1
"drive one",4,1,2
"drive past",1,1,1
"drive train",3,1,2
"drivers can",2,1,1
"drivers license",7,3,14
"drivers like",1,1,1
"driving car",12,1,5
"drop box",1,1,1
"drop dead",1,1,2
"dropped ball",3,1,4
"drove past",2,1,2
"drug abuse",3,1,1
"drug alcohol",1,1,2
"drug deal",1,1,6
"drug dealer",5,1,4
"drug dealers",1,2,4
"drug testing",2,2,1
"drug use",3,1,4
"drugs alcohol",4,2,2
"drum major",6,1,1
"dry hair",3,1,2
"du soleil",1,1,10
"duck confit",1,1,1
"duck fat",1,1,2
"ducks fans",1,1,1
"duct tape",12,1,5
"due date",11,1,6
"due lack",6,1,6
"due rain",2,1,1
"due state",1,1,1
"duke university",6,2,1
"dust dust",2,1,1
"dutch oven",5,2,2
"eager hear",1,1,4
"eager meet",1,1,1
"earl grey",1,1,2
"earlier day",10,2,6
"earlier month",7,10,1
"earlier season",2,3,1
"earlier today",14,1,24
"earlier usual",2,1,2
"earlier week",24,2,3
"earlier year",46,6,3
"early adopters",2,1,2
"early afternoon",8,1,4
"early age",10,1,1
"early bird",6,1,15
"early can",2,1,4
"early days",18,3,2
"early enough",6,1,3
"early february",1,1,1
"early good",2,1,3
"early hours",5,1,2
"early january",1,1,1
"early june",1,2,3
"early last",4,1,1
"early last year",2,1,1
"early life",9,1,1
"early march",11,3,2
"early morning",34,2,68
"early next",11,3,5
"early next week",2,2,4
"early november",2,1,3
"early s",53,8,13
"early saturday",4,2,2
"early saturday morning",4,2,2
"early spring",8,2,3
"early start",4,1,10
"early sunday",4,2,4
"early tell",3,1,3
"early th",11,1,1
"early today",4,4,14
"early voting",1,1,4
"early wednesday",2,3,1
"early winter",3,1,1
"early year",3,1,4
"earn money",8,1,5
"earned run",1,1,1
"earned runs",2,1,1
"earth day",13,2,45
"earth one",6,1,1
"earthquake tsunami",3,1,1
"ease pain",2,2,3
"easier access",4,1,1
"easier said",7,1,8
"east bay",3,3,2
"east coast",19,5,57
"east side",11,4,16
"east th",6,1,4
"easter bunny",7,1,14
"eastern district",1,1,1
"eastern european",7,1,1
"eastern shore",2,1,2
"easy access",6,1,2
"easy choice",5,1,1
"easy find",13,1,5
"easy get",17,1,7
"easy leave",2,1,1
"easy love",1,1,1
"easy money",4,1,2
"easy take",3,1,2
"easy tell",1,1,1
"eat dinner",7,1,7
"eat fish",3,1,1
"eat food",11,1,12
"eat like",1,2,9
"eat together",1,1,1
"eating habits",10,1,1
"eating whole",2,1,5
"economic activity",4,3,1
"economic development",13,11,6
"economic growth",23,5,6
"economic impact",2,1,4
"economic recovery",4,3,1
"economic stimulus",1,1,1
"economics professor",1,1,1
"economy also",1,1,1
"economy will",4,2,1
"education country",1,1,1
"education health",3,2,1
"education health care",1,1,1
"education programs",1,1,2
"education system",10,1,5
"education training",5,1,1
"educational institutions",3,1,1
"educational system",5,1,3
"effect time",1,1,1
"effort get",7,1,3
"effort keep",3,1,2
"efforts finding",1,1,1
"efforts help",1,1,1
"egg hunt",9,1,10
"egg salad",1,1,5
"eight days",6,1,3
"eight months",12,2,2
"eight teams",1,2,1
"eight times",3,2,1
"eight years",26,2,1
"eighth grade",1,1,4
"either dont",2,1,6
"either get",4,1,7
"either got",1,1,2
"either side",21,1,3
"either way",62,3,69
"el camino",1,4,2
"el paso",15,2,10
"elderly couples",1,1,1
"elected board",1,2,2
"elected officials",14,3,2
"elected president",6,1,2
"elected representatives",2,1,1
"election day",4,3,13
"election time",1,1,2
"election year",1,1,5
"electric car",1,1,2
"electric vehicles",2,1,2
"elementary school",30,7,19
"elephant room",4,1,2
"eleventh hour",3,1,1
"elise testone",1,1,1
"else can",29,1,23
"else can make",1,1,1
"else dont",1,1,3
"else fails",1,1,4
"else go",8,1,4
"else like",6,1,8
"else might",5,1,5
"else need",4,1,3
"else planning",1,1,3
"else said",4,1,2
"else though",1,1,2
"else town",1,1,1
"else want",9,1,5
"else will",21,1,24
"else youre",1,1,2
"elvis costello",1,1,4
"email account",3,1,5
"emergency room",13,1,3
"emily blunt",2,1,1
"emphasis placed",2,1,1
"employee benefit",1,2,1
"employees working",1,1,1
"employment opportunity",1,1,1
"en route",14,1,26
"encourage others",2,1,1
"encourage us",4,1,2
"encouraging people",1,1,2
"encouraging words",5,1,4
"end another",4,1,5
"end august",9,1,3
"end back",3,1,2
"end campaign",1,1,1
"end day",69,5,53
"end december",4,1,1
"end first",17,1,7
"end front",1,1,1
"end game",6,3,5
"end getting",7,1,6
"end high",3,1,1
"end however",2,1,1
"end june",4,1,4
"end leave",1,1,1
"end life",8,1,4
"end long",5,2,4
"end making",2,2,3
"end may",9,2,9
"end paying",3,1,1
"end result",29,1,2
"end run",1,1,2
"end season",13,3,10
"end second",2,1,1
"end song",3,1,2
"end spectrum",5,2,1
"end user",1,1,3
"end will",10,1,2
"end world",20,1,16
"end year",35,4,22
"endall beall",1,1,1
"endangered species",10,1,2
"ended day",1,1,1
"ends june",2,1,1
"ends meet",10,2,3
"energy consumption",2,1,1
"energy drink",2,1,15
"energy efficiency",1,1,2
"energy independence",2,2,1
"energy keep",1,1,1
"energy policy",2,1,1
"england patriots",4,1,3
"english language",11,1,11
"english patient",4,1,1
"english teacher",6,1,4
"enjoy event",1,1,1
"enjoy love",1,1,1
"enjoy reading",8,1,5
"enjoy things",2,1,2
"enjoy working",2,1,1
"enjoyed evening",1,1,1
"enormous amount",6,1,1
"enough cash",2,1,1
"enough come",4,1,2
"enough evidence",1,1,2
"enough feed",2,1,1
"enough get",29,1,11
"enough help",2,1,1
"enough hold",2,2,1
"enough keep",13,1,4
"enough know",17,2,8
"enough make",29,2,7
"enough money",16,4,9
"enough money pay",2,1,1
"enough new",4,1,1
"enough people",10,1,13
"enough really",3,1,2
"enough room",5,1,5
"enough see",13,1,6
"enough tell",2,1,3
"enough time",46,3,29
"enough win",6,2,3
"entertainment complex",1,1,1
"entertainment group",1,1,1
"entire body",9,1,2
"entire city",8,1,3
"entire country",6,1,2
"entire event",1,1,1
"entire series",3,1,1
"entire team",2,4,6
"entirely convinced",2,1,2
"entirely different",17,2,5
"entirely new",6,1,2
"entry level",3,1,6
"environmental groups",5,1,1
"episcopal church",3,2,1
"episode season",1,1,5
"equal employment",1,1,1
"equal employment opportunity",1,1,1
"equal percent",1,1,1
"eric gordon",1,1,1
"erik spoelstra",1,1,2
"especially considering",11,1,2
"especially like",6,1,2
"especially morning",1,1,1
"especially proud",1,1,1
"especially since",39,1,15
"especially theyre",2,1,4
"estate agent",1,1,4
"estimated million",3,2,1
"estimated people",2,1,1
"estimated percent",2,1,1
"et al",28,1,14
"ethical issues",1,1,1
"european business",3,1,1
"european countries",11,1,1
"even acknowledge",2,1,1
"even add",5,1,1
"even answer",1,1,1
"even believe",3,1,2
"even better",82,1,73
"even call",3,1,1
"even can",5,1,3
"even cant",4,1,9
"even close",8,1,19
"even come",11,1,5
"even consider",8,1,4
"even cooking",3,2,1
"even doesnt",1,1,3
"even drive",1,1,1
"even early",4,1,3
"even end",5,1,1
"even famous",1,1,1
"even feel",16,1,11
"even find",12,1,1
"even full",1,1,3
"even get",42,1,46
"even good",8,1,8
"even great",3,1,3
"even half",5,1,7
"even harder",12,1,9
"even help",2,1,1
"even know",79,3,145
"even known",2,1,2
"even less",20,2,5
"even little",16,1,8
"even longer",9,2,3
"even looked",5,1,1
"even lower",4,1,1
"even lowest",1,1,2
"even miss",2,1,2
"even money",2,2,3
"even much",3,1,3
"even new",7,1,1
"even now",32,2,5
"even one",29,2,10
"even parents",3,1,2
"even pay",3,1,2
"even played",2,1,2
"even really",16,1,4
"even really know",2,1,1
"even record",1,1,1
"even running",1,1,2
"even set",4,1,1
"even sleep",2,1,5
"even small",15,1,2
"even st",2,1,1
"even sure",14,1,4
"even talk",10,1,7
"even though",477,21,172
"even today",20,1,1
"even try",12,1,9
"even trying",7,1,6
"even want",10,1,11
"even weather",1,1,1
"even won",2,1,3
"even worse",35,2,18
"even wrote",3,1,1
"even youre",4,1,8
"evening new",2,1,2
"event may",1,1,7
"event starting",2,1,1
"event will",13,2,10
"events center",1,1,1
"events even",1,1,1
"events including",2,1,1
"events like",8,1,5
"events will",4,1,1
"eventually come",6,1,1
"eventually make",3,2,2
"eventually will",10,2,3
"ever also",1,2,1
"ever come",10,1,18
"ever consider",1,1,2
"ever end",2,1,8
"ever even",6,1,5
"ever gave",3,1,3
"ever given",8,1,3
"ever going",16,2,19
"ever going get",2,1,1
"ever got",11,2,4
"ever heard",21,1,43
"ever knew",3,1,2
"ever leave",3,2,4
"ever may",2,1,1
"ever meet",5,1,9
"ever met",11,1,19
"ever now",4,1,6
"ever part",1,1,1
"ever played",1,1,6
"ever ready",2,1,1
"ever really",12,1,10
"ever see",14,2,22
"ever seen",60,4,81
"ever since",95,3,26
"ever sold",1,1,2
"ever think",11,1,10
"every american",2,1,2
"every aspect",14,2,4
"every bit",24,2,10
"every case",2,1,2
"every child",5,1,8
"every city",5,1,7
"every company",4,1,1
"every day",335,13,238
"every day every",4,1,2
"every day know",1,1,1
"every day week",6,1,8
"every decision",3,1,2
"every detail",16,1,1
"every dollar",6,1,2
"every four",1,1,1
"every good",7,1,4
"every level",8,2,1
"every man",8,1,11
"every minutes",13,1,14
"every monday",11,1,11
"every month",33,3,16
"every months",2,1,7
"every morning",39,1,38
"every night",61,2,61
"every now",34,3,6
"every one",57,2,36
"every one us",3,1,2
"every opportunity",9,1,7
"every piece",7,1,4
"every position",1,1,2
"every restaurant",2,1,1
"every saturday",8,1,5
"every season",7,2,4
"every seconds",7,1,10
"every single",135,2,86
"every single one",17,1,15
"every situation",5,1,1
"every six",2,1,2
"every spring",2,1,1
"every state",5,1,3
