"","blog.txt","news.txt","twitter.txt"
"like good idea",11,1,11
"like great",17,1,54
"like guys",4,1,18
"like happens",1,1,1
"like hear",6,1,25
"like help",8,1,7
"like hes",12,1,32
"like hey",1,1,4
"like house",6,2,6
"like however",5,1,2
"like idea",23,1,29
"like im",37,2,219
"like insane",1,1,1
"like just",61,1,79
"like kid",12,1,9
"like know",39,1,36
"like last",26,1,38
"like leaves",3,1,1
"like like",15,1,30
"like little",49,2,29
"like living",10,1,8
"like long",8,1,11
"like look",15,1,13
"like lose",3,1,1
"like lot",40,2,32
"like make",28,2,35
"like man",9,3,51
"like many",63,1,14
"like may",6,1,8
"like might",16,1,14
"like mine",14,1,9
"like miniature",2,1,3
"like mr",4,1,2
"like much",47,2,31
"like never",14,1,28
"like new",29,2,54
"like new york",3,1,2
"like nice",9,1,11
"like offer",5,1,3
"like oh",2,2,15
"like ok",2,1,3
"like old",29,1,33
"like one",110,1,82
"like ones",9,1,12
"like paying",2,1,1
"like peanut",2,1,2
"like peanut butter",2,1,2
"like people",35,3,67
"like picked",2,1,2
"like place",4,3,8
"like punch",2,1,3
"like real",19,1,41
"like real life",5,1,5
"like reality",1,1,3
"like really",24,2,52
"like regular",8,1,2
"like results",2,1,2
"like right",15,1,25
"like rock",5,2,10
"like rock roll",1,1,1
"like run",3,1,4
"like say",28,1,20
"like see",64,4,92
"like shes",5,1,10
"like show",8,1,12
"like singing",2,1,2
"like son",6,2,2
"like spring",5,1,8
"like standard",2,1,1
"like sugar",1,1,3
"like taking",15,1,10
"like talking",2,1,18
"like teen",1,1,2
"like thank",19,1,47
"like theyre",5,1,25
"like theyve",1,1,3
"like things",18,1,13
"like think",59,1,33
"like throw",3,1,2
"like today",7,1,34
"like trip",1,1,1
"like two",22,2,24
"like type",3,1,5
"like us",36,1,63
"like using",6,1,5
"like want",12,1,14
"like way",29,1,20
"like will",36,2,39
"like will happen",1,1,1
"like wine",4,1,5
"like word",3,1,7
"like yes",1,1,3
"like youre",14,1,62
"like youve",5,1,10
"liked saw",1,1,1
"likely choice",1,1,1
"likely find",6,1,1
"likely get",8,1,6
"likely mean",1,1,1
"likely will",18,3,6
"likely win",1,1,3
"lime juice",17,2,3
"lime pie",3,1,5
"limited resources",2,1,1
"limited use",2,1,1
"lindsay lohan",2,1,15
"line behind",1,1,2
"line cant",1,1,2
"line didnt",1,1,1
"line dont",1,1,2
"line one",5,1,2
"line really",1,1,2
"line says",1,1,1
"line song",2,1,1
"line still",3,1,2
"line went",1,1,1
"line will",5,1,4
"lion king",2,2,14
"liquor stores",1,1,3
"list favorite",5,1,2
"list goes",16,1,4
"list great",1,1,2
"list grew",1,1,1
"list last",3,1,3
"list people",2,1,2
"list potential",1,1,1
"list top",5,1,4
"list well",4,1,5
"list will",9,1,4
"listen live",2,1,5
"listen voice",5,1,1
"lit just",1,1,1
"lit like",1,1,2
"literally figuratively",2,1,1
"literally never",1,1,3
"little big",1,1,4
"little bit",275,13,102
"little bit like",2,1,1
"little bits",11,1,1
"little black",9,1,3
"little boy",56,3,18
"little chance",1,1,1
"little common",1,1,1
"little concerned",3,1,1
"little different",19,2,5
"little disappointed",3,1,2
"little doubt",3,2,1
"little everything",3,1,1
"little full",2,1,1
"little fun",7,1,1
"little girl",81,4,34
"little girl loved",1,1,1
"little girls",24,1,13
"little guy",37,1,13
"little hard",9,2,6
"little harder",9,1,1
"little influence",2,1,1
"little information",1,1,1
"little less",26,1,9
"little life",5,1,1
"little like",19,1,6
"little little",9,1,4
"little nervous",7,2,7
"little nothing",5,1,2
"little ones",38,1,13
"little people",12,1,7
"little rock",3,1,10
"little sense",2,1,2
"little sister",9,1,20
"little sweet",5,1,2
"little talk",1,1,1
"little time",51,4,40
"little town",15,1,3
"little uncomfortable",1,1,2
"little week",2,1,1
"live action",3,1,2
"live band",3,1,4
"live blog",1,1,3
"live close",5,1,4
"live entertainment",2,2,2
"live get",1,1,1
"live long",6,2,6
"live long enough",3,1,1
"live longer",6,1,3
"live music",14,5,69
"live oak",6,1,1
"live one",9,1,5
"live parents",3,1,2
"live performance",3,1,7
"live performances",4,2,4
"live s",1,1,2
"live shows",7,1,4
"live side",2,1,1
"live together",10,1,3
"live tv",4,1,5
"live work",11,1,7
"lived next",3,1,1
"lived years",8,1,5
"lives around",1,1,1
"lives home",1,1,1
"lives much",4,1,1
"lives near",1,1,1
"lives within",2,1,2
"living back",4,1,1
"living breathing",3,1,3
"living city",1,1,1
"living history",2,1,2
"living just",3,1,1
"living parents",2,1,1
"living poverty",5,3,1
"living room",110,7,43
"loan interest",1,1,3
"local artists",5,1,9
"local bands",3,2,7
"local businesses",5,1,13
"local church",7,1,1
"local community",6,3,2
"local economy",2,2,6
"local food",3,1,6
"local government",16,1,1
"local governments",7,1,1
"local high",5,1,1
"local high school",4,1,1
"local jobs",1,1,2
"local law",1,2,1
"local media",6,1,6
"local national",4,1,1
"local officials",5,3,1
"local restaurants",2,1,2
"locker room",10,5,19
"lockheed martin",1,1,1
"loire valley",1,1,1
"lone star",1,2,4
"lone wolf",3,1,4
"long ago",43,3,21
"long beach",5,1,18
"long can",32,1,15
"long career",2,1,2
"long enough",56,3,34
"long enough make",1,1,1
"long hard",10,1,4
"long history",11,3,1
"long jump",4,6,3
"long known",3,1,1
"long lasts",4,1,4
"long line",12,1,8
"long list",15,1,4
"long long",24,3,16
"long long time",8,3,5
"long look",3,1,1
"long made",3,1,1
"long nose",1,1,1
"long overdue",7,2,11
"long people",4,1,1
"long period",12,1,1
"long process",5,1,3
"long run",29,4,15
"long season",1,1,4
"long shot",7,2,8
"long since",24,1,16
"long term",42,2,26
"long time",255,13,207
"long took",4,2,4
"long us",2,1,2
"long way",57,5,27
"long weekend",14,1,34
"long will",16,1,17
"long will take",4,1,2
"long youre",3,1,10
"longer free",1,1,1
"longer life",2,1,1
"longer will",4,1,1
"look around",40,1,10
"look back",53,1,41
"look beautiful",9,1,15
"look best",9,1,7
"look beyond",5,1,3
"look eyes",7,2,13
"look feel",5,1,6
"look forward",120,6,243
"look going",3,1,2
"look good",41,1,86
"look gorgeous",5,1,2
"look great",20,1,37
"look history",2,1,1
"look just",12,1,11
"look just like",3,1,5
"look keep",1,1,1
"look like",262,6,356
"look like fun",1,1,1
"look little",13,1,2
"look many",3,1,1
"look mirror",6,1,9
"look music",1,1,1
"look normal",2,1,1
"look old",7,1,8
"look online",1,1,1
"look others",2,1,3
"look real",1,1,10
"look right",4,1,5
"look things",9,1,5
"look think",1,1,6
"look though",6,1,3
"look way",13,1,7
"look will",6,1,3
"looked ahead",2,1,1
"looked back",24,1,1
"looked bad",1,1,1
"looked good",14,1,11
"looked great",6,1,6
"looked like",143,5,65
"looked little",10,1,1
"looking appropriate",1,1,1
"looking back",60,2,14
"looking excuse",1,1,1
"looking forward",173,2,867
"looking fun",2,1,2
"looking guys",1,1,4
"looking like",36,1,59
"looking make",2,1,3
"looking one",3,2,10
"looking positive",1,1,1
"looking shoulder",3,1,1
"looking someone",7,1,15
"looking watch",1,1,1
"looking ways",5,2,5
"looking work",7,2,5
"looking wrong",4,1,4
"looks almost",2,1,1
"looks around",1,1,1
"looks better",6,1,10
"looks forward",4,3,3
"looks like",225,9,580
"looks little",3,1,9
"los angeles",65,37,109
"los angeles county",4,1,2
"los angeles san",1,1,1
"lose first",1,1,1
"lose focus",3,1,3
"lose job",2,1,1
"losing streak",3,4,6
"loss like",1,1,1
"loss will",1,1,3
"lost battle",3,1,1
"lost game",1,2,5
"lost job",6,1,3
"lost jobs",5,2,2
"lost lives",6,1,1
"lost many",3,1,2
"lost motivation",1,1,1
"lost pounds",13,2,8
"lost power",2,1,5
"lost season",2,1,2
"lost touch",2,1,1
"lost two",5,1,2
"lost weight",15,1,1
"lost years",1,1,2
"lot bad",4,1,1
"lot better",24,2,30
"lot deep",1,1,1
"lot different",9,6,1
"lot easier",15,1,9
"lot empty",1,1,1
"lot energy",3,1,3
"lot family",3,1,2
"lot features",1,1,3
"lot food",4,1,2
"lot friends",4,2,4
"lot great",15,1,13
"lot kids",4,1,1
"lot lately",10,1,5
"lot longer",7,1,4
"lot love",5,1,8
"lot maybe",2,1,1
"lot money",27,2,17
"lot motivation",1,1,1
"lot pain",8,1,3
"lot past",1,1,1
"lot people",80,6,55
"lot really",6,1,3
"lot say",7,1,3
"lot simpler",1,1,2
"lot story",1,1,1
"lot stuff",12,1,7
"lot talk",3,1,6
"lot things",32,2,13
"lot time",80,1,18
"lot trouble",8,1,1
"lot us",10,1,7
"lot will",6,1,1
"lot women",4,1,1
"lot work",36,2,27
"lots things",12,1,6
"lots women",1,1,1
"louis area",1,1,1
"love able",14,1,6
"love affair",20,1,5
"love always",5,1,19
"love another",5,1,3
"love country",3,2,5
"love even",14,1,14
"love family",8,1,21
"love food",3,1,12
"love freedom",4,1,3
"love game",2,1,11
"love hate",16,1,32
"love house",2,1,3
"love know",18,1,26
"love letters",1,1,2
"love life",33,1,59
"love lost",4,1,2
"love love",97,1,169
"love making",6,1,16
"love maybe",1,1,5
"love miss",3,1,29
"love money",2,1,2
"love people",10,1,45
"love place",7,3,22
"love play",3,1,8
"love president",2,1,1
"love project",2,1,2
"love rock",1,1,3
"love said",2,2,3
"love scene",1,1,1
"love school",3,2,5
"love self",2,1,1
"love songs",1,1,9
"love still",3,2,11
"love support",6,1,19
"love thought",3,1,2
"loved although",1,1,1
"loved music",1,1,3
"loved ones",61,3,27
"low clouds",1,1,7
"low levels",2,1,1
"lower cost",4,1,2
"lower level",3,1,3
"lower price",5,1,2
"lower prices",6,1,4
"lower unemployment",1,1,2
"lucky dont",1,1,4
"lucky enough",44,1,9
"lucky one",5,1,12
"lucky work",1,1,1
"lunch days",1,1,1
"lunch dinner",13,2,19
"lunch early",1,1,2
"lung cancer",4,1,3
"luther king",7,1,26
"luther king jr",6,1,19
"mac cheese",5,1,17
"macaroni cheese",6,1,1
"machine just",4,1,1
"mad men",8,1,41
"made available",13,2,2
"made aware",5,1,3
"made bank",1,1,1
"made believe",1,1,1
"made best",8,1,2
"made better",5,1,4
"made call",5,1,2
"made clear",27,2,2
"made contact",2,1,2
"made couple",5,1,5
"made cut",4,1,6
"made day",7,1,73
"made decide",4,1,2
"made decision",21,7,4
"made delicious",5,1,1
"made difference",10,3,9
"made difficult",12,1,2
"made everything",6,1,1
"made feel",49,2,28
"made feel better",1,1,1
"made first",19,1,7
"made four",6,1,1
"made fresh",3,1,1
"made game",3,1,1
"made good",16,1,9
"made great",15,1,16
"made incredible",1,1,3
"made john",1,1,1
"made last",24,1,9
"made life",9,1,3
"made like",5,1,2
"made little",23,1,4
"made long",8,1,1
"made lot",8,2,4
"made love",5,1,7
"made majority",1,1,1
"made many",17,1,1
"made mind",4,1,4
"made mistake",24,1,12
"made mostly",1,1,1
"made much",17,1,5
"made one",32,4,9
"made percent",1,2,1
"made point",10,1,2
"made possible",9,5,2
"made public",9,1,2
"made quite",5,1,4
"made real",6,1,3
"made s",1,1,2
"made said",2,1,1
"made sense",21,1,5
"made since",5,1,1
"made stop",3,1,1
"made sure",41,1,8
"made three",5,2,3
"made time",13,1,2
"made using",29,1,2
"made way",55,1,12
"made weird",1,1,1
"made without",5,1,1
"made wood",1,1,2
"made year",2,2,4
"madison county",2,1,2
"madison square",3,1,6
"magazines like",2,1,1
"main attraction",3,1,1
"main entrance",2,1,1
"main focus",4,1,2
"main one",2,1,4
"main reason",21,1,8
"main reasons",7,1,2
"main st",3,3,5
"main street",8,5,8
"mainly due",5,1,1
"major cities",4,2,1
"major events",2,1,1
"major league",9,5,14
"major league baseball",2,1,1
"major leagues",1,2,2
"major news",2,1,1
"major political",3,1,2
"majority women",2,1,1
"make adjustments",6,1,1
"make another",16,2,11
"make available",6,1,2
"make best",17,3,25
"make big",19,2,15
"make bigger",4,1,4
"make case",6,1,1
"make changes",15,1,9
"make chocolate",4,2,2
"make choices",10,1,1
"make city",1,2,1
"make clear",17,1,4
"make come",2,1,14
"make crazy",2,1,4
"make cut",4,1,3
"make decision",20,1,8
"make decisions",22,4,10
"make difference",50,3,44
"make difficult",8,2,4
"make easier",18,4,9
"make ends",9,1,3
"make ends meet",8,1,3
"make even",15,1,11
"make everybody",2,1,1
"make everyones",1,1,1
"make excuses",3,1,7
"make feel",66,1,86
"make first",12,1,11
"make fresh",1,1,3
"make friends",18,1,9
"make fun",16,1,22
"make gift",4,1,1
"make good",39,2,38
"make great",33,2,46
"make happen",18,1,87
"make happy",23,1,35
"make harder",6,1,2
"make home",15,1,9
"make impact",2,1,3
"make important",2,1,1
"make important decisions",1,1,1
"make improvements",1,1,1
"make just",9,2,5
"make last",8,1,3
"make life",28,2,40
"make life better",2,1,2
"make life difficult",1,1,1
"make little",11,2,3
"make living",11,1,7
"make look",44,2,33
"make look good",2,1,4
"make look like",13,1,4
"make love",6,1,21
"make magic",1,1,1
"make many",12,1,6
"make million",4,1,6
"make minor",1,1,1
"make mistake",26,2,15
"make mobile",1,1,1
"make money",46,1,65
"make movies",2,1,1
"make nearly",1,1,1
"make new",35,2,21
"make new one",2,1,1
"make next",5,1,15
"make next week",1,1,1
"make nice",5,1,4
"make now",6,1,4
"make one",55,1,38
"make pancakes",3,1,1
"make people",22,2,23
"make people think",1,1,1
"make perfect",13,2,6
"make phone",5,1,4
"make phone call",3,1,2
"make place",1,1,3
"make point",10,1,7
"make policy",1,1,2
"make political",3,1,2
"make public",3,1,3
"make quality",1,1,1
"make quick",16,1,5
"make real",8,3,7
"make recommendations",1,1,1
"make right",18,2,12
"make seem",3,1,4
"make seem like",1,1,2
"make sense",76,4,53
"make several",3,1,1
"make side",1,1,2
"make significant",2,1,3
"make small",15,1,2
"make smile",17,2,41
"make something",24,1,15
"make sound",10,2,8
"make sound like",3,2,3
"make special",10,1,4
"make statement",6,2,3
"make stupid",3,1,1
"make sure",433,14,420
"make sure check",12,1,28
"make things",32,3,20
"make things happen",3,1,8
"make use",17,1,4
"make video",5,1,12
"make way",44,4,20
"make work",22,2,17
"make worth",6,1,10
"makes clear",8,2,1
"makes difficult",5,1,1
"makes easy",13,1,2
"makes every",4,1,3
"makes feel",76,1,86
"makes good",18,2,8
"makes little",6,1,3
"makes lot",3,1,7
"makes mistakes",1,1,3
"makes one",17,1,11
"makes sense",74,4,76
"makes us",24,2,23
"makes wonder",21,2,13
"making bad",1,1,2
"making changes",4,2,3
"making choice",3,1,2
"making decisions",4,1,2
"making difference",4,2,10
"making difficult",5,1,1
"making final",3,2,4
"making kind",1,2,1
"making little",6,1,3
"making living",2,1,1
"making money",17,3,22
"making people",8,1,5
"making phone",1,1,2
"making rounds",5,1,3
"making something",3,1,10
"making sure",51,4,24
"making year",1,1,1
"man already",2,1,2
"man also",4,1,2
"man arrested",5,1,2
"man called",10,1,2
"man comes",4,1,1
"man dead",1,1,1
"man found",3,1,1
"man going",2,1,8
"man gone",2,1,2
"man hate",1,1,11
"man hes",1,1,3
"man hit",1,2,4
"man last",1,1,2
"man lost",1,1,1
"man man",6,1,8
"man many",2,1,1
"man named",19,1,1
"man one",7,2,14
"man play",1,1,1
"man said",9,2,3
"man told",2,3,3
"man walked",2,2,1
"man want",3,1,6
"man woman",33,3,14
"man word",1,1,1
"man working",1,1,4
"man year",1,1,6
"managed get",32,1,8
"managed make",8,1,3
"managed put",2,1,1
"management system",4,1,6
"management systems",1,1,1
"management team",1,1,2
"manager jim",1,1,2
"manager said",1,1,2
"managing director",14,1,1
"manchester united",14,2,4
"mans head",1,1,1
"many animals",2,1,2
"many areas",3,1,2
"many bad",5,1,4
"many bands",3,1,2
"many benefits",4,1,3
"many black",5,1,1
"many business",1,1,1
"many businesses",2,1,2
"many came",1,1,1
"many can",11,1,8
"many cases",26,2,1
"many children",13,1,1
"many companies",3,2,3
"many countries",13,1,3
"many customers",1,1,1
"many different",66,1,12
"many different ways",12,1,2
"many first",1,1,2
"many flavors",2,1,1
"many fun",6,1,2
"many games",7,2,12
"many great",24,1,35
"many homes",1,1,1
"many ideas",9,1,4
"many issues",3,1,2
"many items",3,2,1
"many jobs",3,1,1
"many kids",9,2,4
"many local",3,1,1
"many meeting",1,1,1
"many new",20,1,13
"many nights",4,1,2
"many opportunities",6,1,4
"many others",60,2,11
"many people",282,19,147
"many people care",2,1,1
"many people dont",3,2,1
"many people know",8,1,3
"many people still",4,1,1
"many problems",8,1,3
"many stories",16,1,3
"many tears",1,1,1
"many things",115,2,48
"many times",148,8,108
"many us",66,5,20
"many walks",1,1,1
"many ways",73,3,17
"many years",137,5,21
"many young",13,2,3
"maple syrup",15,2,6
"marcellus shale",1,1,2
"march can",2,1,1
"march dimes",2,1,2
"march issue",3,1,1
"march madness",2,1,34
"march now",2,1,3
"march will",4,1,5
"marching band",3,1,8
"marching bands",1,1,1
"marilyn monroe",5,1,6
"marin county",3,1,2
"marine corps",5,2,3
"marion county",3,2,2
"mark end",3,1,1
"mark twain",9,1,28
"marked end",2,1,1
"market can",4,1,1
"market forces",1,1,1
"market just",5,2,2
"market now",1,1,1
"market research",6,1,6
"market share",9,2,4
"market take",1,1,1
"market value",4,2,2
"market will",6,1,2
"marketing business",2,1,4
"marks first",1,1,2
"marriage man",2,1,2
"married couple",4,1,5
"married new",1,1,1
"martha stewart",34,2,5
"martin luther",13,1,27
"martin luther king",7,1,25
"mashed potatoes",16,1,17
"mass transit",3,1,2
"massage therapists",4,1,1
"master plan",2,3,8
"masters degree",2,2,3
"match just",1,2,3
"materials like",2,1,1
"maternity leave",5,1,3
"math reading",1,2,1
"math teachers",1,1,1
"matt flynn",1,1,7
"matt holliday",1,1,1
"matter bad",3,1,3
"matter course",3,1,1
"matter got",1,1,3
"matter great",3,1,1
"matter hard",16,1,9
"matter many",13,1,9
"matter much",20,1,18
"matter one",6,1,2
"matter people",3,1,2
"matter time",11,2,16
"matter weather",2,1,4
"maximum security",1,1,1
"may able",30,3,13
"may also",44,1,9
"may always",8,1,5
"may appear",9,1,2
"may area",1,1,1
"may better",4,1,2
"may break",1,1,4
"may change",5,1,4
"may choose",5,1,2
"may come",16,2,10
"may coming",4,1,3
"may day",23,2,27
"may even",47,2,9
"may favorite",1,1,3
"may finally",2,1,1
"may find",35,2,8
"may flowers",3,1,6
"may free",3,1,3
"may get",22,1,19
"may going",4,1,9
"may good",5,1,8
"may heard",3,1,1
"may include",7,1,3
"may issue",4,1,4
"may just",38,1,33
"may leave",5,1,1
"may locked",1,1,1
"may look",14,1,12
"may make",23,1,12
"may may",44,1,18
"may much",4,1,3
"may need",30,1,25
"may next",1,1,4
"may now",6,1,4
"may passed",1,1,1
"may plans",1,1,1
"may pm",6,2,11
"may provide",4,4,1
"may put",3,1,3
"may ready",1,1,2
"may reluctant",1,3,1
"may rest",4,1,7
"may rest peace",1,1,5
"may result",6,1,1
"may return",2,1,2
"may run",2,1,1
"may see",17,3,4
"may seem",42,2,9
"may seem like",8,1,4
"may show",2,1,1
"may shut",1,1,1
"may sound",28,2,3
"may still",17,1,8
"may surprised",5,1,1
"may turn",1,1,2
"may want",33,2,20
"may well",81,3,11
"may will",10,1,6
"may win",2,1,4
"may wish",7,1,1
"may work",6,1,7
"maybe best",5,1,2
"maybe ill",23,1,54
"maybe im",18,1,26
"maybe im looking",1,1,1
"maybe just",59,1,38
"maybe next",11,1,38
"maybe people",6,1,3
"maybe still",2,1,4
"maybe theyll",1,1,3
"maybe wasnt",1,1,2
"mayor cory",1,1,1
"mayor cory booker",1,1,1
"mayor michael",2,2,1
"mayoral candidate",2,1,4
"meal day",2,1,6
"meal plan",5,1,1
"meals day",1,1,1
"mean can",9,1,15
"mean ever",1,1,1
"mean everything",4,1,9
"mean ive",1,1,3
"mean kind",1,1,2
"mean much",7,1,22
"mean people",10,1,11
"mean way",3,1,2
"meaning can",6,1,1
"means better",1,1,3
"means bigger",1,1,1
"means may",1,1,2
"means much",10,1,8
"means support",2,1,1
"means want",5,1,4
"means you’re",5,1,1
"means youre",3,1,7
"meant lot",3,1,4
"meant something",5,1,4
"meat loaf",3,1,1
"medal honor",3,1,1
"media attention",4,1,1
"media relations",1,2,3
"media reports",4,1,1
"media sites",5,1,2
"media studies",1,1,3
"medical center",8,11,5
"medical expenses",1,1,2
"medical marijuana",2,2,2
"medical practice",1,1,1
"medical records",4,2,1
"medical research",1,4,1
"medical school",6,3,4
"meet high",1,1,1
"meet last",1,1,3
"meet middle",1,1,3
"meet new",11,2,13
"meet one",4,1,15
"meeting day",1,1,2
"meeting many",2,1,2
"meeting monday",3,1,2
"meeting new",6,1,12
"meeting people",5,1,5
"meeting potential",1,1,1
"meeting time",1,1,2
"meeting tuesday",3,1,4
"meeting will",7,1,4
"meeting yet",1,1,2
"mega millions",3,3,22
"mega millions jackpot",1,2,3
"megapixel camera",1,1,1
"members community",2,1,1
"members congress",2,1,3
"members family",5,1,1
"members just",1,1,1
"members will",8,1,4
"memorable moments",2,1,1
"memorial day",10,2,38
"memorial hospital",1,1,1
"memorial service",5,2,3
"memories people",1,1,1
"memory time",2,1,1
"men holding",1,1,1
"men planned",1,1,1
"men still",1,1,2
"men women",80,2,34
"mental health",54,6,8
"mental health care",2,1,1
"mental health issues",1,2,1
"mental illness",19,1,9
"mention made",3,1,1
"mentioned will",2,1,1
"menu items",3,1,4
"mess around",2,1,7
"met times",1,1,2
"metal show",1,1,2
"methodist church",6,1,1
"metro area",4,1,10
"mexico us",2,1,1
"meyer said",1,2,1
"miami heat",2,2,17
"mic night",1,1,5
"mice men",2,1,2
"michael j",4,1,4
"michael jackson",13,4,35
"michael jordan",1,1,17
"michigan state",1,4,9
"mick jagger",3,1,3
"mickey mouse",2,2,5
"middle class",35,6,16
"middle east",41,1,10
"middle high",1,1,3
"middle high school",1,1,2
"middle night",26,1,18
"middle school",25,11,38
"middle tennessee",2,2,1
"middle two",1,1,1
"middleaged man",1,1,1
"might able",31,2,28
"might affect",1,1,1
"might another",1,1,1
"might answer",1,1,2
"might appropriate",3,1,1
"might best",5,2,8
"might better",8,1,4
"might buy",3,1,3
"might call",6,1,5
"might come",13,1,9
"might considered",5,1,1
"might done",4,1,3
"might end",11,1,5
"might even",42,2,9
"might find",24,1,5
"might get",39,1,38
"might good",9,1,9
"might happen",13,3,5
"might help",17,1,6
"might late",1,1,5
"might like",27,3,14
"might make",23,2,23
"might mean",7,1,1
"might miss",3,1,3
"might need",16,1,32
"might open",3,1,2
"might pass",3,3,3
"might say",34,1,10
"might see",12,2,10
"might take",18,1,10
"might think",27,1,9
"might want",39,1,28
"might well",53,3,55
"might well get",2,1,3
"might wrong",2,1,1
"mike carey",1,1,1
"mike smith",3,1,6
"mike tyson",1,1,6
"mile hike",1,1,1
"mile marker",2,2,1
"miles away",30,3,16
"miles can",1,1,2
"miles north",2,3,3
"miles per",9,3,4
"miles per hour",5,3,3
"miles south",4,3,2
"military bases",8,1,1
"military personnel",2,1,1
"miller said",3,2,1
"million americans",6,3,1
"million baby",1,1,1
"million dollars",18,1,15
"million jobs",1,3,2
"million million",8,7,2
"million people",22,2,9
"million users",4,1,3
"million year",3,4,5
"million years",14,1,9
"millions dollars",17,4,5
"millions jackpot",1,2,3
"millions people",18,3,7
"mind body",9,1,11
"mind first",6,1,4
"mind future",1,1,3
"mind games",1,1,1
"mind going",3,1,5
"mind hes",1,1,1
"mind john",1,1,1
"mind like",8,1,6
"mind time",6,1,3
"mine just",5,1,7
"minimum purchase",1,1,1
"minor league",1,2,4
"minority leader",1,3,1
"minority party",1,1,1
"minute drive",9,1,4
"minute play",1,1,2
"minutes find",2,1,4
"minutes get",10,1,5
"minutes go",8,2,6
"minutes home",3,1,1
"minutes later",40,4,5
"minutes one",2,1,5
"minutes seconds",7,6,3
"minutes set",4,1,1
"minutes will",8,1,1
"minutes without",2,1,2
"miss j",1,1,1
"miss living",2,1,2
"miss terribly",2,1,3
"miss weeks",1,1,1
"missed last",5,1,14
"missed lot",2,1,3
"missed two",3,1,4
"missing persons",2,1,2
"mississippi alabama",1,1,1
"mistake made",6,1,2
"mistakes made",6,1,4
"mitch mcconnell",2,1,4
"mitt romney",20,9,63
"mitt romneys",1,1,2
"mix match",6,1,1
"mix new",1,1,4
"mixed signals",1,1,1
"mobile app",1,1,18
"mobile apps",2,2,11
"mobile device",4,1,2
"mobile devices",2,2,13
"mobile phones",10,1,5
"modern art",7,1,1
"modern history",4,1,1
"mom dad",35,3,15
"mom family",1,1,1
"mom just",6,1,36
"mom made",11,1,7
"mom pop",1,1,2
"mom works",2,1,1
"moment ask",1,1,1
"moment even",4,1,2
"moment will",4,1,6
"mommas boy",1,1,1
"monday afternoon",5,1,6
"monday april",8,2,3
"monday dont",1,1,2
"monday evening",6,1,6
"monday friday",3,3,2
"monday last",1,1,1
"monday may",3,1,6
"monday morning",27,1,41
"monday night",20,11,39
"monday night football",3,1,11
"monday thursday",3,1,1
"monday tuesday",3,2,12
"monday will",2,2,6
"monetary fund",6,1,1
"money back",10,1,10
"money burn",1,1,1
"money can",14,3,10
"money coming",3,2,2
"money dont",1,1,13
"money every",1,1,2
"money goes",1,1,4
"money good",2,1,1
"money got",2,1,1
"money last",2,1,1
"money make",13,1,21
"money part",1,1,1
"money pay",13,4,3
"money raised",3,3,2
"money right",4,2,3
"money said",2,3,1
"money send",1,1,1
"money spend",8,1,3
"money spent",12,2,3
"money things",5,1,1
"money two",1,1,1
"money will",11,1,9
"monkey business",2,1,1
"month ago",41,3,13
"month call",1,1,1
"month first",4,1,1
"month january",4,1,1
"month june",2,2,1
"month just",7,1,3
"month later",5,2,1
"month part",3,2,1
"month people",3,1,1
"month two",11,1,2
"month will",10,1,8
"month year",4,2,3
"months ago",87,6,47
"months can",3,1,3
"months end",1,1,2
"months later",31,2,9
"months longer",2,1,1
"months months",18,1,3
"months now",25,1,13
"months old",30,1,7
"months since",16,1,5
"months thats",2,1,2
"months will",12,2,5
"months worth",2,1,3
"months years",8,2,2
"mood good",1,1,2
"morning “",1,1,3
"morning afternoon",7,1,2
"morning hours",2,1,3
"morning last",6,1,4
"morning look",2,1,2
"morning news",7,1,10
"morning shows",1,1,3
"morning snow",3,1,1
"morning time",6,1,9
"mos def",2,1,4
"mostly good",1,1,1
"mostly like",2,1,2
"mostly likely",2,1,2
"mother died",4,2,1
"mother like",4,1,2
"mother may",1,1,2
"mother said",4,2,1
"mother told",5,1,1
"mother’s day",23,1,9
"mothers day",76,5,532
"mothers love",4,1,2
"motley crue",3,1,2
"motor speedway",2,1,3
"mount airy",1,1,1
"mountain state",1,1,1
"mountain view",1,1,1
"mouth feel",2,1,1
"move around",12,1,8
"move beyond",3,2,5
"move forward",33,2,22
"move much",2,2,2
"move new",7,2,6
"move new york",1,1,1
"move next",12,2,5
"move quickly",2,2,1
"move towards",10,1,1
"move will",4,1,2
"moved away",5,1,2
"moved back",18,2,9
"moved home",2,1,1
"moved house",9,1,1
"moved new",8,3,8
"moved new york",1,3,3
"moved past",1,1,2
"moved us",1,1,1
"movement one",3,1,1
"moves forward",3,1,1
"movie best",2,1,2
"movie called",3,1,10
"movie really",3,1,3
"movie theater",6,1,6
"movie theaters",3,1,1
"movies time",2,1,4
"moving along",4,1,2
"moving back",7,2,12
"moving ball",1,1,1
"moving forward",26,3,22
"moving new",3,1,5
"moving next",1,1,2
"moving parts",1,1,3
"moving south",1,1,1
"moving towards",3,1,3
"mozzarella cheese",6,1,2
"mr obama",8,6,4
"mr right",3,1,1
"mr smith",5,1,2
"mrs obama",5,1,1
"mt pleasant",1,1,2
"much anymore",4,1,8
"much better",136,3,154
"much bigger",17,2,9
"much can",47,3,39
"much care",10,2,5
"much city",4,1,1
"much closer",8,1,4
"much comfortable",1,1,2
"much credit",4,1,3
"much day",2,1,4
"much desired",1,1,1
"much different",14,1,6
"much dont",4,1,22
