"","blog.txt","news.txt","twitter.txt"
"a kindle",8,1,4
"a king",7,1,9
"a kiss",12,1,12
"a knack",2,1,1
"a knack for",2,1,1
"a knee",3,1,3
"a knife",13,4,6
"a knot",4,1,3
"a known",4,1,2
"a la",11,4,12
"a lab",1,1,3
"a labor",5,2,1
"a lack",20,3,6
"a lack of",20,3,6
"a lake",4,3,4
"a lame",1,1,6
"a land",8,1,4
"a landslide",4,1,2
"a large",187,26,31
"a large collection",2,1,1
"a large quantity",1,1,2
"a large scale",2,1,1
"a larger",28,3,6
"a last",12,4,9
"a last minute",2,1,5
"a late",14,4,19
"a late night",2,1,6
"a laugh",9,1,4
"a law",14,11,5
"a lawsuit",1,2,2
"a lawyer",11,4,2
"a layer",14,1,5
"a layer of",11,1,4
"a lead",2,3,2
"a leader",13,1,12
"a leading",5,4,4
"a league",1,1,5
"a leak",2,1,1
"a leap",4,1,4
"a left",3,2,5
"a leg",8,1,11
"a legacy",2,2,1
"a legal",11,3,5
"a legendary",2,2,1
"a legitimate",5,1,2
"a lesser",8,1,1
"a lesson",21,1,8
"a letter",36,10,6
"a letter of",3,1,1
"a letter to",12,2,1
"a level",9,2,1
"a liability",1,2,1
"a liberal",6,1,6
"a libertarian",2,1,1
"a library",12,1,11
"a license",5,1,5
"a life",69,3,53
"a life of",13,1,9
"a lifelong",9,1,2
"a lifetime",20,9,15
"a lifetime of",1,3,4
"a lift",4,1,1
"a light",47,5,18
"a limited",17,2,6
"a line",28,4,21
"a line of",4,2,2
"a link",46,3,45
"a link to",28,1,18
"a list",60,7,21
"a list of",45,5,15
"a listen",4,1,10
"a little",1101,72,486
"a little as",1,1,1
"a little at",3,1,3
"a little bit",126,13,50
"a little boy",10,1,1
"a little but",2,2,1
"a little different",7,2,2
"a little disappointed",2,1,1
"a little girl",8,1,8
"a little less",11,1,5
"a little like",3,1,2
"a little more",84,7,17
"a little nervous",3,2,3
"a little of",7,2,3
"a little over",5,2,5
"a little sweet",1,1,1
"a little town",1,1,1
"a little uncomfortable",1,1,1
"a live",11,6,22
"a living",34,4,13
"a load",13,1,6
"a loan",4,2,1
"a local",64,9,33
"a location",2,2,4
"a lock",2,1,2
"a logical",7,1,1
"a long",255,51,197
"a long career",1,1,2
"a long history",5,3,1
"a long line",2,1,1
"a long list",3,1,1
"a long long",6,3,3
"a long shot",2,2,2
"a long term",12,3,3
"a long time",83,11,65
"a long way",20,4,11
"a long weekend",2,1,3
"a longer",6,3,2
"a look",92,4,39
"a look at",42,4,17
"a los",1,1,1
"a loss",16,5,11
"a loss of",4,3,1
"a loss to",3,1,2
"a lost",12,1,6
"a lot",1002,114,617
"a lot better",12,2,14
"a lot but",4,1,7
"a lot different",1,2,1
"a lot easier",5,1,3
"a lot for",2,1,2
"a lot from",8,1,3
"a lot lately",4,1,2
"a lot longer",3,1,3
"a lot more",57,4,26
"a lot of",653,82,325
"a lot on",7,1,3
"a lot to",32,6,32
"a love",39,2,16
"a love for",3,2,1
"a lovely",79,1,38
"a low",47,6,14
"a lower",14,4,3
"a lunch",8,1,12
"a luxury",8,3,4
"a m",1,1,3
"a machine",4,2,6
"a magistrate",1,1,1
"a major",70,15,26
"a male",26,1,3
"a man",200,29,161
"a man's",14,2,12
"a man and",13,2,2
"a man from",4,1,2
"a man in",8,3,4
"a man of",14,1,9
"a man was",1,1,2
"a man who",42,4,15
"a man with",6,1,4
"a map",9,1,2
"a marathon",5,4,4
"a march",2,2,2
"a mark",2,2,5
"a mark of",1,1,1
"a market",5,3,3
"a marriage",8,1,1
"a married",2,1,2
"a married couple",1,1,1
"a martini",1,1,1
"a marvelous",1,1,3
"a mass",13,1,6
"a massive",34,7,13
"a master",13,2,10
"a masterful",1,1,1
"a match",5,2,3
"a matching",4,1,2
"a matter",61,10,22
"a matter of",58,9,22
"a mattress",4,1,1
"a maximum",2,2,1
"a may",3,1,2
"a mayor",1,2,2
"a meal",14,3,4
"a means",33,1,8
"a means to",8,1,5
"a medal",7,1,2
"a media",4,1,6
"a medical",8,8,6
"a medieval",3,1,1
"a meet",1,2,5
"a meeting",25,8,27
"a meeting at",2,1,4
"a meeting with",5,3,6
"a member",36,6,17
"a member of",25,6,14
"a memorable",6,1,2
"a memorial",5,3,2
"a memory",5,1,5
"a mental",19,2,6
"a mental health",5,1,1
"a mercedes",1,1,2
"a mere",18,1,1
"a mess",26,1,36
"a message",29,5,37
"a message about",1,1,1
"a message from",4,1,3
"a message to",3,1,7
"a message with",1,1,1
"a metal",7,2,3
"a meter",2,2,1
"a method",5,3,2
"a method of",2,1,1
"a microphone",1,1,2
"a mid",9,2,2
"a middle",9,3,7
"a middle aged",5,1,3
"a middle class",1,1,1
"a mild",8,2,3
"a mile",7,1,7
"a military",6,2,1
"a million",39,3,41
"a million dollars",6,1,3
"a mind",13,1,4
"a mini",17,1,13
"a miniature",4,1,1
"a minimalist",1,1,1
"a minimum",24,3,2
"a minor",8,3,7
"a minute",58,1,46
"a minute to",2,1,4
"a mirror",11,2,6
"a mistake",20,2,17
"a mistake in",2,1,1
"a mix",22,3,7
"a mix of",20,3,4
"a mob",2,1,1
"a mobile",3,1,10
"a model",12,2,10
"a moderate",3,3,1
"a modern",10,3,3
"a moment",72,7,27
"a moment of",4,1,3
"a money",2,1,3
"a monkey",2,2,10
"a monster",7,1,11
"a month",115,21,66
"a month after",5,2,2
"a month ago",16,3,5
"a month for",3,3,1
"a month in",2,1,1
"a monthly",12,1,4
"a more",140,23,29
"a mormon",3,1,2
"a morning",6,1,7
"a mortgage",5,1,1
"a mother",44,5,14
"a motorcycle",5,2,3
"a mountain",12,1,5
"a mountain of",1,1,1
"a mouse",4,2,7
"a move",11,4,8
"a movement",7,1,9
"a movie",60,4,89
"a movie about",2,1,3
"a movie with",1,1,8
"a much",68,11,21
"a much better",9,1,5
"a much more",9,1,2
"a much needed",9,1,4
"a multi",12,4,3
"a mural",2,1,1
"a murder",9,1,5
"a musical",8,1,7
"a musician",8,1,5
"a must",19,3,31
"a must for",2,1,2
"a mutual",4,1,4
"a name",27,4,13
"a nap",11,1,55
"a nap and",1,1,8
"a nasty",11,1,7
"a nation",29,2,5
"a national",28,12,12
"a national holiday",2,1,3
"a nationwide",1,1,3
"a native",7,7,4
"a native of",2,3,1
"a natural",39,5,11
"a near",7,1,2
"a near perfect",1,1,1
"a necessary",10,1,2
"a necessity",5,1,2
"a need",20,4,9
"a need for",7,2,3
"a need to",9,1,5
"a negative",10,1,3
"a neighbor",4,3,2
"a neighborhood",4,4,2
"a nervous",6,1,2
"a nest",7,1,2
"a network",6,1,3
"a network of",3,1,1
"a neutral",8,1,1
"a new",587,87,526
"a new arena",1,1,2
"a new band",2,1,2
"a new group",1,1,3
"a new one",14,2,19
"a new perspective",3,1,1
"a new study",3,1,4
"a new variety",1,1,1
"a new way",8,1,4
"a new york",5,4,1
"a newbie",1,1,2
"a news",10,7,11
"a next",1,1,2
"a nice",173,11,129
"a night",35,5,50
"a nine",3,3,3
"a no",20,10,25
"a no brainer",4,1,2
"a non",45,5,21
"a nonprofit",1,8,1
"a normal",30,2,6
"a not",12,1,4
"a note",33,3,6
"a note to",5,2,2
"a novel",30,1,4
"a nuclear",8,1,2
"a number",110,17,25
"a number of",100,13,11
"a nurse",11,1,1
"a nursing",6,2,2
"a nursing home",5,2,2
"a nut",3,1,1
"a nutshell",5,1,3
"a of",11,1,15
"a of a",10,1,11
"a oh",2,3,1
"a on",2,1,5
"a once",7,1,2
"a once in",3,1,1
"a one",36,17,28
"a one man",2,1,2
"a one night",2,1,1
"a one off",4,1,1
"a one year",1,2,5
"a pace",3,1,3
"a pace of",1,1,3
"a package",10,2,3
"a page",18,2,15
"a page from",1,1,2
"a paid",4,1,3
"a painful",8,1,2
"a painter",1,1,3
"a pair",60,12,32
"a pair of",54,11,29
"a pale",3,1,1
"a pan",12,1,1
"a panel",7,3,6
"a panelist",1,1,1
"a paper",13,2,22
"a parent",29,1,4
"a paris",2,1,1
"a park",11,4,4
"a parking",2,1,7
"a parking lot",2,1,4
"a part",108,8,62
"a part of",90,6,54
"a partial",4,1,1
"a particular",53,3,5
"a particularly",9,2,1
"a partner",6,6,1
"a partnership",3,2,1
"a party",30,3,49
"a pass",1,6,9
"a passenger",1,1,1
"a passion",12,2,12
"a passion for",7,2,1
"a passport",2,1,2
"a past",6,1,1
"a pastry",2,2,1
"a path",10,2,4
"a patient",6,2,1
"a patient's",2,1,1
"a pattern",18,2,1
"a pay",2,1,2
"a payment",5,1,2
"a peaceful",6,1,3
"a peek",14,1,2
"a peek at",7,1,1
"a pen",7,1,8
"a pen and",1,1,1
"a penalty",4,4,2
"a pencil",6,2,3
"a penny",5,3,3
"a people",6,1,2
"a perfect",57,13,45
"a performance",7,1,8
"a performer",6,1,1
"a period",12,3,3
"a permanent",10,3,5
"a permit",4,2,3
"a person",120,12,59
"a person's",20,2,11
"a person on",1,1,1
"a person who",13,4,7
"a person with",5,1,2
"a personal",41,7,17
"a petition",1,2,2
"a phenomenal",3,1,6
"a phoenix",2,5,1
"a phone",20,8,32
"a phone call",7,4,8
"a physical",13,1,3
"a piano",6,1,3
"a pick",3,1,3
"a pickup",1,1,2
"a picnic",2,1,4
"a picture",92,9,73
"a picture of",47,4,36
"a picture with",2,1,5
"a pie",4,2,2
"a piece",75,5,32
"a piece of",52,4,19
"a pile",19,1,5
"a pile of",18,1,5
"a pinch",14,1,2
"a pint",14,1,6
"a pint of",6,1,4
"a pipe",2,1,1
"a pit",4,2,2
"a pitch",3,3,4
"a place",132,21,55
"a place for",10,2,4
"a place i",3,1,1
"a place in",10,1,6
"a place like",1,1,1
"a place that",10,1,1
"a place to",26,3,14
"a place where",21,4,12
"a place with",3,2,2
"a plain",10,3,1
"a plan",25,9,25
"a plan that",3,2,1
"a plan to",1,3,3
"a plane",14,4,20
"a plane to",2,1,2
"a planner",1,1,1
"a plastic",13,3,3
"a plate",16,1,8
"a plate of",2,1,4
"a platform",4,1,3
"a play",8,1,22
"a player",12,7,14
"a playoff",5,2,13
"a playoff game",1,1,7
"a pleasant",9,3,4
"a pleasant surprise",2,1,2
"a plot",11,1,2
"a plus",8,2,5
"a poet",6,1,3
"a point",56,7,18
"a point i",2,1,1
"a point of",6,1,3
"a point where",9,1,2
"a police",18,8,3
"a police officer",6,2,2
"a political",30,1,6
"a politically",2,2,1
"a politician",6,2,3
"a poll",1,1,2
"a pool",14,2,12
"a pool of",5,2,1
"a poor",16,1,9
"a pop",6,1,10
"a popular",13,5,7
"a population",4,1,1
"a portion",6,3,2
"a portion of",6,3,2
"a portrait",6,1,2
"a portrait of",4,1,1
"a position",17,5,8
"a positive",32,6,18
"a possibility",10,1,4
"a possible",8,6,5
"a post",54,5,10
"a post on",6,1,1
"a poster",5,1,3
"a pot",10,1,8
"a potential",5,3,9
"a pound",6,1,4
"a pound of",1,1,3
"a power",11,3,10
"a powerful",20,2,9
"a pr",2,1,6
"a practice",3,3,3
"a prayer",17,3,7
"a pre",13,5,6
"a pre emptive",1,1,1
"a preliminary",2,1,1
"a premium",4,1,2
"a prepared",1,1,1
"a presence",3,1,1
"a present",5,1,4
"a presentation",8,1,8
"a president",4,1,4
"a president who",1,1,2
"a press",11,7,8
"a press conference",8,5,1
"a press release",3,2,6
"a pretty",97,7,64
"a pretty good",17,4,15
"a preview",3,1,6
"a preview of",1,1,4
"a previous",13,3,1
"a price",16,1,3
"a priest",10,2,1
"a prime",5,4,6
"a prime example",3,1,1
"a print",6,2,1
"a prior",3,1,1
"a priority",8,5,3
"a prison",6,2,1
"a private",31,13,20
"a pro",5,1,13
"a problem",63,8,52
"a process",20,6,9
"a process for",1,2,1
"a process of",5,1,2
"a product",27,4,17
"a professional",27,3,14
"a professor",10,5,1
"a profile",6,1,7
"a profile of",1,1,1
"a profit",5,3,2
"a program",8,5,5
"a program to",3,2,1
"a progressive",2,1,1
"a project",40,5,15
"a project to",1,1,1
"a prolific",1,1,1
"a prominent",6,1,1
"a promising",2,2,2
"a promotion",4,1,2
"a proper",16,1,7
"a property",3,1,1
"a proposal",8,1,2
"a proposed",3,2,1
"a prostitute",4,1,2
"a psychotic",1,2,1
"a public",34,8,12
"a public hearing",1,2,1
"a punch",4,1,1
"a puppet",3,1,3
"a purple",4,1,2
"a push",3,3,4
"a q",2,1,3
"a quaint",1,1,1
"a quality",7,1,6
"a quarter",8,8,5
"a quarter of",3,5,3
"a question",42,3,49
"a quick",99,5,37
"a quiet",17,1,12
"a race",17,6,6
"a raft",2,1,1
"a rain",3,1,7
"a rally",2,1,2
"a range",16,6,3
"a range of",14,6,2
"a rare",22,5,9
"a rate",4,1,2
"a rather",34,2,3
"a raw",3,2,2
"a re",9,1,5
"a real",127,9,120
"a real estate",5,2,2
"a real life",4,2,4
"a reality",22,4,16
"a reality show",1,2,5
"a really",86,8,54
"a really good",18,3,15
"a really nice",6,1,4
"a reason",42,6,49
"a reason to",8,2,10
"a reason why",2,2,5
"a reasonable",14,2,2
"a receiver",4,1,1
"a recent",39,8,5
"a recession",3,1,1
"a recipe",34,2,4
"a recipe for",10,2,4
"a record",15,7,19
"a recording",12,1,4
"a recovery",2,2,3
"a red",22,7,14
"a reduction",2,1,1
"a reference",12,3,6
"a reference to",8,2,3
"a refreshing",9,1,4
"a regional",2,4,1
"a regular",51,5,19
"a regular basis",13,1,3
"a relationship",44,3,41
"a relationship with",9,3,1
"a release",3,2,2
"a religion",7,2,1
"a religious",17,2,2
"a remarkable",9,2,1
"a reminder",21,2,15
"a reminder that",6,2,5
"a rental",4,1,2
"a repeat",1,3,2
"a replacement",4,2,3
"a report",15,13,4
"a reporter",10,1,6
"a republican",5,5,5
"a reputation",6,2,4
"a request",5,2,5
"a requirement",4,3,3
"a reservation",3,1,2
"a resident",5,4,3
"a resident of",3,4,2
"a response",5,3,7
"a rest",8,1,2
"a restaurant",23,3,8
"a restless",2,1,1
"a result",96,17,7
"a result of",32,11,5
"a result we",1,1,1
"a retro",2,1,1
"a return",14,3,4
"a return on",1,1,1
"a return to",8,2,2
"a review",18,2,2
"a revival",2,1,1
"a revolution",4,1,3
"a reward",4,1,3
"a reward for",1,1,1
"a rich",18,2,2
"a ride",21,2,34
"a ride on",2,1,5
"a right",25,8,10
"a right to",7,2,5
"a ring",6,2,12
"a risk",7,4,6
"a risk factor",1,1,1
"a river",12,1,10
"a road",14,4,7
"a robbery",3,1,1
"a rock",15,3,17
"a role",17,5,11
"a role in",4,4,5
"a roll",5,1,12
"a roller",2,2,5
"a romantic",13,1,2
"a rookie",2,4,3
"a room",29,3,19
"a rope",6,1,1
"a rough",13,1,14
"a round",13,3,9
"a round of",2,1,3
"a route",1,2,4
"a routine",9,4,1
"a row",23,5,35
"a run",16,8,36
"a run in",2,1,1
"a run with",1,1,1
"a runner",10,1,4
"a russian",6,2,2
"a s",1,2,9
"a sacrifice",1,2,2
"a safe",20,6,31
"a safe and",2,1,13
"a safe place",3,1,1
"a safety",5,2,3
"a salad",11,2,6
"a sales",1,1,2
"a sample",10,1,4
"a san",5,2,2
"a sandwich",7,1,9
"a santa",2,3,1
"a satellite",1,1,1
"a saturday",19,1,24
"a scary",3,1,15
"a scene",31,2,4
"a school",25,13,14
"a school bus",1,1,2
"a school that",1,1,1
"a science",9,1,5
"a score",3,2,1
"a screening",2,1,7
"a sea",14,3,4
"a sea of",8,2,3
"a seafood",1,1,2
"a season",13,2,13
"a season of",2,1,1
"a seat",17,3,12
"a seat at",4,1,1
"a second",91,19,57
"a secondary",2,1,1
"a secret",28,3,11
"a seed",6,1,3
"a select",1,1,3
"a selection",11,2,1
"a selection of",10,2,1
"a self",33,7,7
"a semi",10,1,2
"a senior",12,9,13
"a senior at",1,1,1
"a sense",82,2,17
"a sense of",64,2,16
"a sensitive",4,1,2
"a sentence",10,1,7
"a separate",31,6,5
"a separation",1,1,1
"a sequel",8,1,1
"a serial",8,1,5
"a serial killer",6,1,3
"a series",79,13,16
"a series of",60,12,8
"a serious",31,6,21
"a service",13,1,14
"a session",5,1,7
"a set",33,7,10
"a seven",6,1,1
"a share",5,7,1
"a share of",4,1,1
"a shared",4,1,4
"a sheriff",1,1,1
"a shield",2,1,4
"a shiny",3,1,1
"a ship",3,1,3
"a shock",4,2,6
"a shooting",1,1,4
"a short",101,13,21
"a short time",15,2,1
"a short walk",2,1,1
"a shot",29,3,35
"a shot at",3,3,7
"a shotgun",3,2,4
"a shoulder",2,1,2
"a shout",6,1,49
"a shout out",3,1,45
"a show",48,3,63
"a shower",22,1,20
"a sick",7,1,13
"a side",27,4,18
"a side of",10,2,6
"a sight",3,1,2
"a sight to",2,1,1
"a sign",26,5,28
"a sign for",1,1,1
"a sign of",12,2,6
"a sign that",6,1,5
"a significant",30,8,6
"a silver",10,1,8
"a similar",43,10,6
"a simple",70,8,15
"a singer",6,1,8
"a single",115,24,49
"a single man",1,1,1
"a sip",2,1,1
"a sip of",2,1,1
"a sister",5,1,4
"a site",10,3,8
"a situation",25,2,5
"a six",9,5,5
"a skateboard",1,2,1
"a sketch",6,1,4
"a sleep",1,1,5
"a slice",6,2,2
"a slice of",5,2,2
"a slight",30,4,4
"a slightly",20,2,1
"a slippery",3,1,1
"a slippery slope",1,1,1
"a sloppy",1,1,2
"a slow",19,1,9
"a small",257,24,63
"a small but",5,1,1
"a small group",4,3,7
"a smaller",10,2,1
"a smile",29,1,31
"a smile on",2,1,12
"a smoking",2,1,2
"a smooth",12,2,8
"a snack",8,1,2
"a snob",1,1,2
"a snowflake",1,1,2
"a so",6,1,7
"a so called",4,1,3
"a soccer",3,1,6
"a social",27,2,18
"a sofa",1,1,1
"a soft",29,4,5
"a solid",27,5,20
"a solid foundation",3,1,1
"a solo",5,2,3
"a solution",9,2,13
"a somewhat",8,1,2
"a son",14,2,5
"a song",52,2,92
"a song that",8,1,3
"a sophomore",1,6,2
"a sound",9,1,5
"a soundtrack",2,1,1
"a source",14,3,5
"a source of",10,1,1
"a southern",6,1,1
"a spa",3,1,3
"a space",18,4,10
"a space for",3,1,1
"a spanish",3,1,3
"a speaker",3,2,2
"a special",83,20,69
"a special place",3,1,2
"a special session",1,2,1
"a specialist",3,1,1
"a specific",32,3,8
"a spectacular",7,1,1
"a speech",7,2,4
"a spider",1,1,6
"a spin",7,1,2
"a spinning",1,1,1
"a spiritual",4,1,3
"a split",4,1,4
"a sport",4,3,6
"a sport that",1,2,1
"a sporting",2,1,2
"a sporting event",1,1,1
"a sports",9,2,9
"a spot",14,1,15
"a spot on",2,1,2
"a spotlight",2,1,1
"a spotlight on",1,1,1
"a spray",2,1,1
"a spring",6,1,8
"a square",7,3,4
"a squirrel",3,1,3
"a st",1,3,1
"a staff",1,3,5
"a stage",8,1,4
"a stake",3,1,1
"a stand",19,2,10
"a stand up",3,1,1
"a standard",14,3,2
"a standing",3,3,6
"a staple",6,2,3
"a star",17,5,24
"a state",44,10,8
"a statement",31,33,4
"a statewide",1,5,1
"a steady",12,2,4
"a steak",3,2,3
"a steel",2,1,1
"a steep",5,4,1
"a stellar",2,2,3
"a step",24,3,4
"a step back",5,1,1
"a stick",6,5,5
"a stick of",1,1,2
"a still",3,1,1
"a stir",2,1,1
"a stock",3,1,4
"a stop",13,3,10
"a stop at",2,2,1
"a storage",3,1,2
"a store",14,2,5
"a storm",9,2,9
"a story",82,9,49
"a story about",7,4,9
"a story of",7,1,3
"a straight",17,1,16
"a strange",23,4,5
"a stranger",20,2,15
"a strategic",3,2,3
"a strategy",4,3,2
"a strategy to",1,1,1
"a stream",5,2,4
"a stress",2,1,1
"a stretch",5,3,4
"a strike",2,2,2
"a string",12,7,3
"a string of",7,5,1
"a strip",8,1,2
"a stripper",1,1,8
"a stroll",5,1,2
"a strong",53,15,31
"a student",15,7,19
"a student's",1,1,3
"a studio",3,1,13
"a study",12,6,7
"a study of",3,1,2
"a style",5,1,1
"a subject",12,1,6
"a subscription",1,1,2
"a success",9,2,24
"a successful",23,6,25
"a sucker",9,1,6
"a sucker for",5,1,5
"a sugar",5,2,1
"a suicide",8,2,4
"a suit",7,1,3
"a suite",4,1,1
"a summer",14,2,9
"a summer day",1,1,1
"a sunday",14,1,20
"a sunny",7,1,8
"a super",35,5,30
"a superb",2,2,1
"a superhero",1,2,4
"a support",5,3,3
"a support group",1,1,3
"a surge",1,1,2
"a surge in",1,1,1
"a surgeon",1,1,1
"a surprise",29,5,12
"a surprising",6,2,1
"a survey",3,1,3
"a survivor",1,1,1
"a suspect",2,2,1
"a sustainable",5,1,5
"a sweater",2,1,5
"a sweet",28,8,29
"a sword",4,1,1
"a symbol",9,1,1
"a symbol of",5,1,1
"a system",14,6,5
"a system of",1,1,1
"a system that",3,1,2
"a t",11,1,12
"a t shirt",6,1,5
"a table",19,3,9
"a tablet",1,2,2
"a tad",16,1,6
"a talented",3,1,4
"a tank",4,2,1
"a tank top",1,1,1
"a task",5,1,1
"a taste",18,1,13
"a taste of",7,1,6
"a tax",5,5,2
"a tea",3,2,6
"a tea party",2,1,2
"a teacher",17,1,16
"a team",25,25,48
"a team of",6,1,4
"a team that",3,7,1
"a team to",1,1,2
"a tear",5,1,2
"a technical",2,1,2
"a technician",1,1,1
"a teenage",3,3,4
"a teenager",19,1,8
"a television",6,5,2
"a telling",2,1,1
"a temporary",12,1,8
"a tender",1,3,1
"a tent",5,2,3
"a terrorist",3,2,2
"a test",10,1,18
"a texas",1,1,2
"a text",18,1,24
"a text from",1,1,4
"a thanksgiving",2,2,1
"a the",9,1,4
"a theater",1,1,2
"a theme",7,2,1
"a thermometer",3,1,1
"a thick",8,1,1
"a thin",13,3,1
"a thing",53,3,53
"a thing for",3,1,3
"a thing to",2,1,1
"a third",32,18,7
"a thorough",4,3,2
"a thought",14,1,17
"a thousand",25,2,29
"a thousand times",3,1,4
"a threat",7,4,1
"a three",24,17,11
"a three hour",2,1,2
"a three month",3,1,2
"a ticket",7,5,31
"a ticket for",2,1,4
"a tie",3,2,8
"a tight",8,4,3
"a time",187,20,98
"a time and",10,3,2
"a time but",5,1,2
"a time is",1,1,1
"a time of",15,3,11
"a time to",16,2,3
"a time when",33,6,7
"a timeless",2,1,1
"a timely",6,2,2
"a timely manner",1,1,2
"a tiny",39,5,12
"a title",13,2,13
"a toilet",2,1,3
"a toll",2,3,1
"a ton",40,4,55
"a ton of",36,4,36
"a tony",2,1,1
"a top",20,4,15
"a top 10",1,1,1
"a torn",1,1,3
"a tornado",5,1,5
"a total",51,12,25
"a total of",22,10,5
"a totally",17,1,5
"a touch",23,1,9
"a touch of",15,1,1
"a touchdown",3,1,3
"a touching",1,1,1
"a tough",27,14,20
"a tough decision",1,1,1
"a tour",19,2,15
"a tour of",7,1,5
"a towel",8,1,3
"a town",9,1,5
"a track",8,3,9
"a tracking",1,1,1
"a tractor",2,2,1
"a trade",4,1,3
"a tragedy",4,1,9
"a tragic",4,1,1
"a trail",7,1,4
"a trailer",4,1,2
"a train",17,2,9
"a training",8,1,2
"a trait",2,1,1
"a transit",1,1,2
"a trash",2,1,4
"a trash can",1,1,3
"a treasure",7,1,2
"a treat",22,3,5
"a tree",23,5,14
"a tremendous",12,1,9
"a trial",6,2,5
"a tribute",8,1,4
"a tricky",3,1,1
"a trip",45,6,39
"a trip to",30,4,17
"a triple",3,4,5
"a true",41,9,42
"a true friend",2,1,2
"a truly",10,1,9
"a try",34,1,14
"a tube",2,1,1
"a turn",8,1,11
"a turn for",2,1,1
"a tv",14,1,22
"a twitter",5,1,79
"a two",47,17,22
"a two hour",2,1,5
"a two year",7,4,2
"a typical",22,2,6
"a uniform",4,1,1
"a union",2,1,4
"a unique",24,3,9
"a unit",2,1,1
"a university",8,3,3
"a us",9,9,3
"a vacation",8,3,14
"a vacuum",8,1,1
"a valid",3,2,4
"a valuable",3,1,4
"a value",1,3,1
"a vampire",10,1,8
"a van",1,1,7
"a variety",68,10,9
"a variety of",66,10,9
"a vast",6,2,1
"a vastly",1,2,1
"a vegetable",2,1,3
"a vegetarian",10,1,1
"a vehicle",6,7,3
"a vendor",2,1,3
"a venue",2,1,2
"a verbal",1,1,2
"a very",447,31,174
"a very bad",1,1,1
"a very cool",1,1,1
"a very good",30,9,15
"a very important",7,1,5
"a very large",5,1,1
"a very long",13,1,6
"a very powerful",4,1,3
"a very strong",3,1,1
"a very tough",2,1,1
"a very very",7,1,3
"a vested",2,3,1
"a vested interest",2,3,1
"a veteran",3,4,1
"a veterinarian",1,1,1
"a viable",2,3,1
"a victim",10,6,2
"a victim of",7,2,1
"a victory",4,1,4
"a video",35,2,43
