"","blog.txt","news.txt","twitter.txt"
"now last",7,1,6
"now like",14,2,13
"now look",15,1,12
"now m",138,4,252
"now m getting",2,1,4
"now m going",5,1,14
"now make",8,1,25
"now make sure",1,1,4
"now making",3,2,8
"now many",12,2,6
"now middle",2,1,1
"now might",5,2,8
"now moving",1,1,2
"now much",7,1,7
"now new",18,2,14
"now one",24,2,14
"now part",12,1,5
"now pay",3,1,4
"now perfect",2,1,2
"now perfect time",1,1,1
"now place",4,2,1
"now playing",2,1,22
"now probably",7,1,2
"now re",32,7,68
"now re going",2,2,3
"now realize",6,1,5
"now really",12,1,24
"now recognize",1,1,1
"now return",1,1,1
"now s",148,9,256
"now s going",1,1,4
"now s just",4,1,6
"now s like",4,1,4
"now said",8,1,4
"now says",2,1,9
"now second",8,1,3
"now seeking",2,1,1
"now seems",13,2,2
"now seems like",1,1,2
"now serving",1,1,6
"now set",6,1,1
"now several",4,1,1
"now show",2,1,5
"now started",4,1,2
"now support",2,1,1
"now though",14,1,13
"now time",28,1,58
"now track",1,1,1
"now two",8,1,7
"now understand",7,1,6
"now ve",55,3,28
"now wait",7,1,11
"now want",26,1,41
"now will",39,3,55
"now working",7,1,14
"now works",4,1,1
"nowhere near",12,1,5
"nuclear plant",2,1,3
"nuclear power",9,2,1
"nuclear weapons",4,3,2
"nuff said",1,1,16
"number 1",7,1,26
"number fans",1,1,1
"number great",1,1,1
"number hours",4,1,1
"number issues",1,1,1
"number kids",1,1,1
"number next",1,1,2
"number one",42,2,31
"number people",22,8,12
"number things",7,1,3
"numbers much",1,1,1
"numbers show",1,1,1
"nurse s",2,1,2
"nursing home",11,3,11
"ny times",4,1,9
"o brien",9,3,13
"o clock",21,4,39
"o connor",6,2,4
"o holy",1,1,1
"o neill",6,3,1
"oak cliff",1,1,1
"oak ridge",2,1,3
"oakland s",1,3,2
"obama administration",20,9,5
"obama also",2,2,1
"obama s",58,19,62
"obama s birth",1,1,1
"obama said",4,5,2
"obama still",2,1,3
"obama white",2,1,1
"obstacle course",2,1,1
"occupy protesters",1,1,1
"ocean view",1,1,1
"oct 4",1,2,2
"odd jobs",4,1,1
"odds winning",1,1,2
"offensive line",2,2,3
"offensive player",3,1,1
"offer help",6,1,1
"offer m",1,1,1
"offer two",2,1,1
"offered pay",2,2,2
"offers chance",3,1,1
"offers classes",1,1,1
"offers great",1,1,16
"offers new",1,1,1
"office building",1,1,7
"office day",1,1,4
"office manager",3,1,1
"office now",1,1,2
"office public",1,2,1
"office report",2,1,1
"office s",3,1,7
"office said",3,6,1
"office today",2,1,21
"office wednesday",1,1,1
"office will",2,2,9
"officer involved",1,2,4
"official announcement",1,1,3
"official visit",2,1,2
"officials say",1,9,4
"officials want",2,1,1
"often come",2,1,2
"often get",7,1,8
"often give",1,1,2
"often go",4,1,3
"often means",4,1,1
"often mistaken",2,1,1
"often people",5,1,2
"often really",4,1,2
"often result",1,1,2
"often s",7,1,2
"often say",3,1,4
"often take",3,1,1
"often time",2,1,2
"often used",13,1,2
"often wonder",2,1,4
"often works",1,1,1
"oh god",28,6,119
"oh gosh",4,1,71
"oh say",3,1,4
"oh sweet",5,1,7
"oh well",40,2,147
"oh well ll",2,1,2
"oh yeah",39,3,165
"oh yes",23,3,60
"oh yes s",1,1,1
"ohio state",3,12,32
"oil can",1,1,1
"oil gas",11,1,4
"oil honey",4,1,1
"oil industry",1,1,2
"oil production",3,2,1
"oil spill",2,1,3
"ok far",2,1,1
"ok s",13,2,26
"ok talk",1,1,1
"oklahoma city",8,4,12
"oklahoma city thunder",1,1,1
"oklahoma s",2,2,2
"oklahoma state",2,1,2
"old age",6,1,6
"old boy",13,10,11
"old brother",3,1,6
"old daughter",24,5,8
"old dogs",2,1,1
"old enough",16,1,12
"old fashioned",43,1,24
"old friend",20,1,25
"old girl",21,7,13
"old grandson",1,1,4
"old high",3,1,4
"old high school",3,1,4
"old hollywood",2,1,1
"old lady",15,1,23
"old left",4,1,1
"old man",63,1,43
"old money",1,1,1
"old national",1,2,1
"old new",16,2,8
"old one",6,1,14
"old ones",4,1,6
"old photos",1,1,3
"old record",2,1,1
"old school",26,1,72
"old self",7,1,3
"old show",2,1,1
"old son",20,6,18
"old student",1,1,2
"old style",3,1,4
"old things",2,1,2
"old time",13,2,7
"old town",4,2,10
"old ways",2,1,2
"old woman",16,1,6
"old world",12,1,1
"older brother",7,2,9
"older people",9,3,6
"olive oil",89,10,12
"olympic committee",1,1,1
"olympic team",1,1,2
"oncoming traffic",3,1,1
"one 10",1,2,1
"one 11",2,1,1
"one 2",2,1,3
"one 20",4,1,2
"one 4",4,1,4
"one act",2,1,1
"one another",120,3,33
"one area",11,1,2
"one arm",3,1,4
"one aspect",4,1,1
"one bad",6,1,13
"one based",4,1,1
"one best",97,12,165
"one best films",1,1,1
"one best friends",9,2,10
"one best ways",2,1,6
"one better",15,2,13
"one big",33,7,23
"one biggest",26,4,14
"one bowl",3,1,1
"one brother",2,1,1
"one built",2,1,1
"one business",1,1,2
"one buyer",1,1,1
"one call",7,1,1
"one came",11,2,3
"one can",117,1,99
"one car",3,1,3
"one career",1,1,1
"one city",5,2,1
"one co",2,1,3
"one country",7,2,2
"one cup",10,1,4
"one day",255,15,322
"one day hope",1,1,1
"one day might",1,1,1
"one day week",2,1,1
"one dayù",3,1,1
"one decided",2,1,1
"one dedicated",1,1,1
"one difficult",4,1,2
"one double",1,1,1
"one e",1,1,3
"one early",3,1,1
"one else",36,1,37
"one employees",1,1,1
"one end",25,2,6
"one even",17,1,13
"one evening",12,1,1
"one every",9,1,11
"one expensive",1,1,1
"one eye",7,1,7
"one fact",5,1,1
"one family",5,2,2
"one favorite",93,2,117
"one favorite things",7,1,2
"one fellow",3,1,1
"one final",9,1,5
"one fine",3,1,1
"one finest",3,1,2
"one first",54,2,16
"one five",6,1,4
"one former",2,2,3
"one four",11,6,8
"one free",15,1,16
"one funniest",1,1,6
"one game",8,4,33
"one george",1,1,1
"one gets",9,1,7
"one girl",9,1,24
"one go",13,1,25
"one goal",4,1,3
"one gone",1,1,2
"one greatest",23,1,16
"one group",10,2,6
"one guys",5,1,16
"one half",14,3,5
"one hand",54,1,12
"one handed",1,1,7
"one heard",2,1,4
"one heart",3,1,4
"one held",1,1,1
"one help",3,1,4
"one home",7,2,5
"one hottest",2,1,1
"one hundred",14,1,6
"one hurt",7,1,5
"one incredible",3,1,2
"one just",45,3,32
"one kind",22,4,16
"one knew",9,1,3
"one know",23,1,23
"one knows",20,1,12
"one largest",10,1,2
"one last",55,3,36
"one least",7,2,1
"one less",9,1,13
"one life",4,1,7
"one liners",1,2,4
"one little",32,1,11
"one ll",10,2,17
"one location",1,1,2
"one longest",3,1,4
"one lucky",18,1,15
"one main",24,1,2
"one main reasons",2,1,1
"one major",17,1,2
"one makes",8,1,11
"one man",34,6,18
"one many",48,1,29
"one maybe",3,1,4
"one meaning",3,1,1
"one meet",1,1,1
"one member",5,1,2
"one members",4,1,1
"one mentioned",1,1,1
"one might",30,1,9
"one million",6,1,11
"one miss",2,1,2
"one morning",17,1,6
"one must",21,1,12
"one must learn",1,1,1
"one name",2,1,3
"one nation",4,2,3
"one nation s",2,2,1
"one never",12,1,7
"one new",13,1,17
"one night",63,1,44
"one office",1,1,2
"one old",11,1,3
"one one",58,4,42
"one opening",2,1,3
"one page",4,1,5
"one paintings",3,1,1
"one pair",3,1,3
"one part",11,1,1
"one party",9,1,3
"one past",3,2,1
"one percent",1,4,2
"one perfect",7,1,6
"one period",1,1,3
"one person",56,6,84
"one piece",20,1,9
"one place",25,3,16
"one places",6,1,3
"one play",3,1,1
"one point",66,9,13
"one popular",5,2,2
"one post",15,1,2
"one posted",1,1,1
"one pound",1,1,3
"one present",4,1,1
"one professional",1,2,2
"one quarter",3,2,2
"one question",6,1,6
"one race",1,1,2
"one re",7,1,10
"one really",31,2,13
"one really knows",2,1,1
"one reason",19,5,15
"one room",13,1,11
"one run",1,6,3
"one s",179,6,121
"one said",8,4,10
"one school",6,1,4
"one season",4,2,8
"one season s",1,1,1
"one see",12,1,8
"one senior",1,2,1
"one several",15,2,1
"one shot",7,1,7
"one side",48,7,10
"one sign",1,2,2
"one six",2,1,3
"one small",21,1,3
"one state",5,2,3
"one state s",1,2,1
"one still",17,1,9
"one stop",6,2,13
"one student",3,1,4
"one students",9,1,6
"one successful",2,1,1
"one surprised",3,1,2
"one talk",2,1,13
"one team",6,5,15
"one ten",5,1,2
"one thing",225,16,147
"one thing can",9,1,3
"one thing clear",1,1,1
"one thing one",2,1,1
"one thing s",4,1,2
"one thing ve",3,1,3
"one things",59,3,13
"one think",11,1,11
"one third",9,3,2
"one thought",12,1,5
"one three",15,7,6
"one time",121,5,143
"one times",6,1,4
"one took",7,2,3
"one toughest",2,1,2
"one truck",1,1,1
"one true",14,1,7
"one trying",3,2,1
"one turn",4,1,2
"one two",101,13,29
"one us",26,3,20
"one ve",19,2,9
"one visit",4,3,1
"one vote",3,1,1
"one want",9,1,13
"one wants",14,1,21
"one way",68,7,37
"one way another",19,1,3
"one week",39,5,68
"one weekend",4,1,5
"one will",60,3,53
"one win",1,3,5
"one woman",8,2,10
"one women",7,1,2
"one word",26,1,30
"one work",7,1,13
"one works",3,1,4
"one worst",14,3,16
"one year",48,16,43
"one year ago",8,2,2
"one yesterday",1,1,1
"ones even",3,1,2
"ones say",2,1,7
"ones will",8,1,2
"onion garlic",8,2,1
"onions garlic",5,1,3
"online can",3,1,2
"online courses",3,1,1
"online discussion",1,1,1
"online just",2,1,7
"online retailers",3,2,1
"online search",1,1,1
"oompa loompa",1,1,1
"op ed",9,3,4
"open book",6,2,3
"open business",2,1,8
"open door",10,2,14
"open doors",7,1,10
"open early",1,1,5
"open ended",2,1,1
"open fire",6,1,2
"open get",2,1,2
"open july",2,1,1
"open just",1,1,4
"open mic",5,2,24
"open mic night",1,1,4
"open mind",13,1,9
"open minded",7,1,7
"open monday",1,1,3
"open one",7,2,4
"open public",6,4,15
"open question",3,1,2
"open space",10,1,1
"open tuesday",1,1,1
"open window",6,1,3
"open windows",4,1,5
"opened door",11,1,2
"opened doors",1,1,1
"opened last",2,1,2
"opened new",5,1,1
"opening ceremony",2,2,4
"opening date",1,1,2
"opening day",11,3,59
"opening first",2,1,1
"opening game",1,2,1
"opening new",5,1,1
"opening night",5,2,34
"opening reception",2,1,6
"opening scene",3,1,4
"opening weekend",3,1,5
"opens door",4,1,3
"operating costs",2,1,1
"operating system",6,3,1
"opinion one",4,1,2
"opinion s",4,1,2
"opponent s",2,1,3
"opportunities will",2,2,3
"opportunities work",2,1,1
"opportunity bring",1,1,1
"opportunity get",10,1,1
"opportunity play",4,3,1
"opportunity talk",1,1,2
"opportunity today",1,1,1
"opportunity work",6,1,3
"opposing teams",1,1,2
"opposite direction",3,2,4
"opposite side",8,1,2
"optimist pessimist",1,1,1
"option two",1,1,1
"oracle s",1,1,1
"orange bowl",1,2,1
"orange county",3,11,12
"orange juice",16,1,10
"order 2",1,1,3
"order achieve",2,1,1
"order chaos",1,1,1
"order get",18,1,8
"order make",20,1,7
"order s",6,1,1
"order something",3,1,1
"ordered new",4,2,3
"ordinary people",7,2,6
"oregon s",1,8,7
"oregon state",1,8,1
"organization s",5,3,2
"original plan",4,1,1
"original version",3,1,2
"originally published",5,1,1
"orioles vs",1,1,1
"orlando sentinel",4,2,1
"osama bin",16,7,8
"osama bin laden",13,7,8
"oscar nominated",1,1,1
"oscar nominations",3,1,1
"others ask",3,1,1
"others follow",3,1,2
"others going",2,1,1
"others including",2,2,1
"others part",2,1,1
"others s",10,2,8
"others still",5,1,2
"others take",4,1,2
"others think",3,1,11
"others will",24,1,13
"others yet",3,1,1
"outdoor garden",2,1,1
"outdoor track",1,1,1
"outreach efforts",1,1,1
"outside building",2,2,1
"outside home",11,1,3
"outside people",1,1,1
"outside play",2,1,4
"outside s",2,1,13
"outside us",4,2,5
"overall cost",1,1,1
"overall look",1,1,1
"overall pick",1,2,6
"p e",1,1,2
"pac 12",1,7,8
"pacific northwest",5,3,3
"package includes",3,1,1
"package just",1,1,2
"paddy s",2,1,7
"page new",3,1,4
"page turner",1,1,2
"paid $10",1,1,2
"paid back",1,1,2
"pain caused",2,1,1
"pain last",2,1,1
"pain s",2,1,4
"paint color",5,2,1
"paint picture",2,1,2
"pair jeans",6,1,2
"pale ale",36,2,4
"pales comparison",1,1,1
"palm beach",3,4,9
"palm beach county",3,2,1
"palo alto",4,2,8
"pancreatic cancer",1,1,1
"panda 2",1,1,2
"panel discussion",1,1,10
"panel s",1,1,1
"paper back",3,1,2
"paper one",1,1,2
"paper s",7,3,3
"papers now",2,1,1
"par course",2,1,2
"parent company",4,3,1
"parent s",18,2,3
"parents can",9,1,3
"parents divorced",3,1,1
"parents feel",2,1,2
"parents friends",2,1,1
"parents made",1,2,1
"parents make",2,1,4
"paris hilton",2,1,2
"park bench",5,1,1
"park near",5,1,3
"park park",2,1,1
"park s",15,4,6
"park south",2,1,1
"parked cars",1,1,1
"parking garage",2,2,3
"parking lot",56,13,54
"parking lots",3,4,5
"parking spaces",4,1,3
"parkinson s",1,1,1
"parks &",1,1,5
"parks recreation",1,3,3
"part can",8,1,2
"part coming",1,1,2
"part day",10,1,19
"part first",4,1,2
"part go",1,1,2
"part group",8,2,3
"part harmonies",1,1,1
"part job",2,2,10
"part larger",5,1,2
"part month",2,1,1
"part new",4,1,5
"part one",19,2,6
"part problem",10,1,5
"part program",2,1,3
"part re",2,1,1
"part something",5,1,2
"part state",2,2,2
"part system",2,1,1
"part team",4,2,9
"part time",31,9,14
"part two",10,1,3
"part year",2,2,3
"part yes",1,1,2
"participants can",2,1,1
"particularly good",6,2,1
"parties now",2,1,1
"partisan political",1,1,2
"partisan politics",1,1,1
"partly cloudy",2,1,16
"partner s",3,1,4
"party back",2,1,5
"party can",5,1,5
"party even",1,1,4
"party favorite",1,1,1
"party friends",2,1,1
"party give",1,1,1
"party leaders",1,2,1
"party movement",4,1,1
"party s",18,2,14
"party way",2,1,1
"party well",2,1,2
"pass one",2,1,2
"pass rush",1,1,5
"pass time",7,1,7
"passed along",3,1,1
"passed away",35,1,39
"passed law",2,3,1
"passed test",3,1,1
"passed us",3,1,1
"passover seder",1,1,1
"past 10",4,1,3
"past 12",5,1,6
"past 12 months",2,1,2
"past 30",3,1,1
"past 30 years",3,1,1
"past 50",2,1,1
"past 50 years",1,1,1
"past couple",22,1,5
"past couple weeks",9,1,1
"past first",2,2,3
"past five",6,3,1
"past five years",6,1,1
"past four",6,3,1
"past months",15,1,5
"past point",3,1,3
"past present",11,2,9
"past s",5,3,5
"past season",2,2,1
"past several",14,2,2
"past several years",6,1,2
"past three",13,3,3
"past time",6,1,2
"past two",25,5,10
"past two weeks",9,1,4
"past two years",8,3,1
"past week",36,3,16
"past year",46,6,17
"past years",23,3,4
"pat summitt",1,1,5
"patient care",2,1,1
"patient long",1,1,1
"patient s",5,2,4
"patients can",2,1,1
"patrick s",21,2,57
"patrick s day",17,1,51
"patron saint",6,1,2
"patty s",3,1,30
"paul mccartney",5,1,8
"paul name",1,1,1
"paul o",1,1,1
"paul s",37,5,11
"paul silas",1,1,1
"paul simon",1,1,1
"pave way",1,1,2
"pay anything",1,2,1
"pay attention",35,3,42
"pay back",5,2,9
"pay big",1,1,3
"pay bills",12,1,10
"pay can",1,1,1
"pay cut",3,3,2
"pay debt",3,2,3
"pay fair",5,1,2
"pay full",1,1,3
"pay less",3,1,2
"pay money",3,1,2
"pay much",7,1,4
"pay raises",3,2,1
"pay respects",1,1,1
"pay taxes",8,2,3
"pay tribute",4,1,3
"pay want",1,1,1
"pay will",1,1,2
"paying attention",26,1,28
"paying customers",2,1,1
"paying jobs",2,3,1
"paying taxes",3,1,1
"payment plan",1,1,3
"paypal account",2,1,1
"payroll tax",3,2,1
"pays bills",3,1,1
"peace life",1,1,1
"peace love",2,1,7
"peanut butter",51,3,51
"peanut oil",2,1,1
"pearl harbor",3,2,2
"pebble beach",1,2,4
"pecking order",2,1,2
"penn state",4,9,11
"pension fund",1,1,2
"pension reform",2,1,3
"people 50",3,1,1
"people able",7,3,4
"people alive",2,1,1
"people almost",1,1,1
"people also",17,1,7
"people always",15,1,35
"people area",4,1,2
"people around",33,2,19
"people around world",7,1,2
"people arrested",1,2,3
"people attended",2,3,3
"people attending",2,1,2
"people avoid",1,2,1
"people aware",3,1,1
"people beginning",1,1,1
"people best",3,1,2
"people black",2,1,1
"people born",4,1,4
"people bought",1,1,2
"people buy",9,1,7
"people california",1,1,1
"people call",10,1,28
"people called",4,1,7
"people came",8,1,5
"people can",53,8,69
"people care",14,1,13
"people certain",2,1,2
"people close",2,2,1
"people come",27,2,23
"people coming",3,3,4
"people companies",1,1,1
"people continue",3,1,3
"people control",1,1,1
"people dancing",1,1,4
"people day",3,1,3
"people deal",3,1,1
"people died",5,1,4
"people especially",6,1,3
"people ever",8,2,8
"people expect",7,3,7
"people experience",6,1,1
"people far",6,1,2
"people feel",17,2,8
"people fighting",2,1,1
"people find",4,3,13
"people get",42,5,70
"people getting",10,1,11
"people give",8,1,11
"people go",24,1,28
"people going",20,3,13
"people hear",3,1,1
"people helped",2,1,1
"people including",11,4,2
"people jobs",2,1,1
"people just",37,2,91
"people killed",7,3,3
"people know",75,6,65
"people know things",2,1,1
"people learned",3,1,2
"people least",2,1,1
"people leave",5,1,3
"people let",3,1,5
"people like",62,2,86
"people live",19,3,17
"people lived",7,1,2
"people look",11,1,9
"people looked",2,1,1
"people looking",9,2,4
"people lost",6,1,1
"people love",29,1,37
"people loved",5,1,1
"people m",7,1,18
"people made",11,1,5
"people make",29,1,46
"people making",9,1,7
"people matter",3,1,3
"people may",17,4,10
"people mental",1,1,1
"people might",15,1,11
"people missed",1,1,2
"people money",3,1,5
"people mostly",2,1,2
"people much",7,1,7
"people must",3,1,9
"people new",3,4,4
"people pay",4,2,2
"people people",21,2,7
"people places",7,2,4
"people prefer",3,1,3
"people put",3,1,9
"people re",12,1,16
"people read",15,1,7
"people real",6,2,7
"people really",29,1,40
"people respond",3,1,4
"people room",6,1,1
"people running",3,1,4
"people s",157,12,79
"people s lives",13,1,4
"people said",7,2,10
"people say",25,1,84
"people serious",3,1,1
"people show",5,1,5
"people simply",5,1,1
"people special",2,1,1
"people special needs",1,1,1
"people spend",6,1,5
"people started",1,2,3
"people still",18,2,36
"people stop",6,1,16
"people suffer",2,1,2
"people talk",9,2,31
"people think",55,4,65
"people think s",1,1,4
"people today",8,1,10
"people together",4,1,2
"people took",6,1,3
"people town",6,1,3
"people trust",5,1,2
"people try",7,1,23
"people trying",6,4,11
"people trying make",1,1,1
"people two",4,1,2
"people uncomfortable",2,1,2
"people understand",10,3,11
"people used",8,2,6
"people usually",7,1,4
"people ve",18,3,17
"people visit",4,2,2
"people want",42,4,58
"people wanted",3,1,2
"people watch",1,1,10
"people wear",2,1,8
"people wearing",5,1,3
"people will",93,6,88
"people will go",1,1,1
"people work",17,1,16
"people worked",3,1,2
"people works",2,1,1
"people world",14,4,20
"per capita",5,1,3
"per day",29,1,23
"per game",6,9,3
"per head",1,1,2
"per hour",14,3,9
"per month",11,1,10
"per night",3,1,4
"per person",14,4,4
"per second",6,2,4
"per week",19,1,13
"per year",16,6,12
"percent compared",1,2,1
"percent employees",1,1,1
"percent increase",4,8,4
"percent people",2,1,1
"percent population",3,2,2
"percent proceeds",1,1,1
"percent said",2,2,1
"percent time",2,2,1
"perfect dress",1,1,1
"perfect game",1,3,12
"perfect match",2,1,3
"perfect moment",3,1,6
"perfect place",5,1,2
"perfect roasted",1,1,1
"perfect time",13,3,14
"perfect view",2,1,1
"perfect world",1,2,4
"performed first",2,1,1
"performing arts",8,2,15
"performing arts center",1,1,8
"perhaps best",11,1,1
"perhaps people",2,2,1
"perhaps s",17,4,4
"perhaps s time",2,1,1
"perhaps will",14,1,2
"period ends",2,1,2
"period time",26,2,9
"periods time",4,1,2
"perry s",5,1,13
"perry said",1,1,1
"person interest",1,1,1
"person know",7,1,9
"person knows",4,1,2
"person like",2,1,7
"person ll",1,1,2
"person many",3,1,2
"person next",3,1,2
"person one",8,2,11
"person person",5,1,1
"person s",76,3,44
"person said",2,3,5
"person time",7,1,5
"person use",1,1,1
"personal best",1,2,3
"personal care",1,1,1
"personal friend",2,2,1
"personal gain",1,2,2
"personal information",9,1,2
"personal life",14,1,5
"personal story",1,1,2
"personal style",4,1,1
"personal thing",2,1,1
"personally like",3,1,3
"pet peeve",4,1,14
"pete campbell",1,1,2
"peter s",12,2,3
"petrino s",1,2,1
"peyton manning",2,2,29
"pg 13",1,2,3
"pharmaceutical industry",1,1,1
"philadelphia eagles",1,1,5
"philadelphia flyers",2,1,2
"phone call",33,5,34
"phone calls",32,2,24
"phone hacking",3,1,3
"phone service",3,2,3
"photo galleries",3,1,2
"photo taken",22,1,1
"photos taken",16,1,1
"physical activity",7,1,2
"physical therapist",3,1,1
"physical therapy",5,2,7
"pick anything",1,1,2
"pick new",9,1,8
"pick will",4,1,1
"picked first",4,1,2
"picked just",2,1,2
"picked new",2,1,7
"picked phone",3,1,1
"picked wrong",2,1,2
"picture ù",4,1,1
"picture day",2,1,2
"picture last",3,1,3
"picture perfect",3,1,1
"picture taken",13,1,5
"pie ve",1,1,1
"piece puzzle",3,1,1
"pieces together",3,1,1
"pierce s",1,1,1
"piggy bank",2,1,2
"pilot episode",3,1,2
"pilot program",1,1,1
"pine nuts",5,2,1
"pineapple juice",2,1,2
"pink ribbons",1,1,1
"pink s",2,1,2
"pink slime",4,3,1
"pinot grigio",4,1,1
"pinot noir",4,4,10
"pirate s",1,1,2
"pistachio ice",1,1,1
"pistachio ice cream",1,1,1
"pit bull",2,3,14
"pizza hut",3,1,8
"place 3",1,1,2
"place big",4,1,2
"place business",1,1,1
"place buy",2,1,2
"place can",16,3,15
"place d",4,1,2
"place every",4,1,2
"place far",4,1,1
"place finish",1,3,1
"place great",3,1,3
"place heart",6,1,6
"place just",9,1,7
"place like",9,1,16
"place live",9,1,9
"place ll",3,1,6
"place look",4,2,1
"place lunch",1,1,1
"place next",3,1,2
"place night",2,1,1
"place now",10,1,6
"place one",10,1,2
"place people",6,3,8
"place people can",1,1,1
"place plan",1,1,1
"place re",5,1,1
"place really",5,1,3
"place saturday",1,1,2
"place see",4,1,6
"place start",16,1,7
"place started",2,1,1
"place stay",7,1,7
"place still",2,1,5
"place town",1,1,1
"place will",12,1,6
"places go",1,1,2
"places like",20,1,6
"plain dealer",2,13,2
"plain simple",4,1,3
"plan ahead",2,1,9
"plan b",10,1,4
"plan can",3,1,7
"plan end",2,1,2
"plan go",6,1,5
"plan involves",1,1,1
"plan now",1,1,2
"plan s",4,3,3
"plan take",7,2,1
"plan wedding",1,1,3
"plane crash",2,1,6
"planet one",2,1,1
"planet s",5,1,2
"planned parenthood",5,6,6
"planning attend",1,1,1
"planning future",1,1,5
"planning go",1,1,5
"planning make",2,1,2
"planning process",6,1,2
"planning something",2,1,1
"planning two",1,1,2
"plans build",3,1,1
"plans continue",1,1,1
"plans just",3,1,1
"plans meet",1,1,1
"plans new",4,1,4
"plans open",1,1,1
"plans place",2,1,1
"plans take",2,1,1
"plans work",1,1,1
"plant based",3,2,1
"plant garden",1,1,1
"plant seeds",5,1,3
"plant species",3,1,1
"plant tree",2,1,1
"planted seed",3,1,1
"plants grow",1,1,2
"plants one",2,1,1
"plastic bags",9,2,5
"play also",2,1,1
"play best",2,1,4
"play big",2,1,6
"play calling",1,1,2
"play can",4,1,3
"play dates",1,1,1
"play dogs",3,1,1
"play first",2,2,4
"play game",12,3,37
"play games",6,1,10
"play good",1,2,7
"play great",1,1,7
"play guitar",2,1,11
"play last",1,1,6
"play little",1,1,3
"play ll",3,1,2
"play long",2,1,1
"play lot",3,1,3
"play often",3,1,1
"play one",6,1,14
"play physical",2,1,2
"play re",3,1,4
"play role",8,3,4
"play s",8,2,7
"play team",1,2,3
"play things",1,1,1
"play tonight",1,1,16
"play well",3,3,8
"play work",2,1,1
"played game",7,1,3
"played important",3,1,1
"played like",2,2,5
"played long",2,1,1
"played pretty",2,1,1
"played role",4,1,1
"played various",1,1,1
"played well",4,4,8
"player can",7,1,2
"player one",1,1,3
"player s",5,1,7
"player year",4,5,5
"players coaches",3,1,1
"players get",3,1,5
"players made",3,1,1
"players picked",1,1,1
"players play",1,1,2
"players s",2,1,3
"playing behind",1,1,2
"playing field",7,2,6
"playing football",2,1,8
"playing four",1,1,1
"playing like",2,2,18
"playing lot",1,1,2
"playing much",1,1,3
"playing pretty",1,2,1
"playing s",1,1,2
"playing shows",1,1,2
"playing sports",1,1,2
"playing time",3,4,3
"playing two",3,1,3
"playing world",1,1,2
"playoff game",2,1,27
"playoff tickets",2,1,4
"playoffs last",1,1,1
"plays will",1,1,1
"pleasant surprise",4,1,3
"please bring",2,1,4
"please come",14,1,34
"please consider",7,1,3
"please enjoy",5,1,3
"please explain",2,1,14
"please make",17,1,25
"please turn",2,1,1
"please visit",14,1,10
"plenty folks",1,1,1
"plenty people",4,1,1
"plenty reasons",1,2,1
"plenty room",10,1,5
"plenty time",16,1,13
"plot twist",5,1,1
"plus get",1,1,2
"plus hours",2,1,1
"plus minus",2,1,1
"plus s",11,1,7
"pm 1",3,1,1
"pm 4",2,1,4
"pm 5",2,1,2
"pm 6",4,2,2
"pm 6 pm",1,2,1
"pm 8",2,1,2
"pm edt",2,1,2
"pm monday",1,8,2
"pm saturday",5,6,4
"pm sunday",2,4,3
"pm tickets",1,1,2
"pm today",1,2,15
"pm tuesday",1,3,1
"point blank",2,1,6
"point game",2,1,6
"point guard",3,10,5
"point ll",5,1,5
"point many",2,1,1
"point play",1,1,2
"point s",16,3,3
"point said",1,1,2
"point sometimes",1,1,1
"point view",48,1,12
"point want",7,1,3
"point will",5,1,5
"pointed finger",1,1,1
"points good",1,1,1
"points last",1,1,3
"points one",1,1,2
"points two",2,1,1
"points view",5,1,2
"pole vault",1,2,1
"police arrested",5,3,1
"police ask",1,1,1
"police called",2,2,2
"police came",1,1,1
"police chief",5,8,2
"police department",9,15,3
"police fire",1,5,3
"police force",6,2,1
"police found",1,1,2
"police investigation",1,1,1
"police know",2,1,2
"police officer",16,9,9
"police officers",21,8,9
"police report",1,1,4
"police reports",3,1,1
"police said",14,23,3
"police said man",1,1,1
"police say",2,8,5
"police spokesman",2,5,1
"police will",3,2,2
"political cultural",1,1,1
"political interference",1,1,1
"political news",1,2,1
"political office",1,1,1
"political parties",14,1,2
"political party",7,1,1
"political power",4,2,1
"political science",5,2,2
"political views",3,2,2
"politically motivated",1,1,2
"poll results",1,1,2
"poll s",1,1,1
"polls show",2,2,2
"poor children",2,1,1
"poor management",1,1,1
"poor ol",1,1,1
"pop art",3,1,2
"pop culture",15,2,11
"pop rock",3,1,1
"pop rocks",1,1,4
"pop s",6,2,2
"popular belief",3,1,4
"popular imagination",2,2,1
"popular song",2,1,1
"pork rib",1,1,1
"portland s",1,4,10
"position get",1,1,1
"position next",1,1,1
"position s",4,1,2
"position still",1,1,1
"positive effects",2,1,1
"positive experience",2,1,2
"positive side",3,1,2
"possible can",4,1,1
"possible make",6,1,1
"possible people",2,1,1
"possible time",1,1,1
"possible use",3,1,2
"possible way",8,2,2
"possible without",2,1,1
"possibly even",8,1,2
"post game",2,1,15
"post post",2,1,1
"post production",4,1,9
"post s",15,1,5
"postal service",7,1,2
"posted online",5,1,4
"poster one",1,1,1
"posting photos",6,1,1
"postponed due",2,2,1
"potato chips",5,1,5
"potato salad",8,2,4
"potatoes onions",3,1,1
"potential customers",1,1,1
"potential get",1,1,2
"potential good",1,2,1
"potential investors",1,1,1
"pottery barn",8,2,1
"pounds since",1,1,3
"poverty line",1,1,2
"powell s",5,1,2
